obsid,species,colors,time,duration,attempts,Rinter,Rintra,Iinter,Iintra,Notes,Successes,Observer,Sex,birdid,Colony,Date,Juv,Time of Day
,Rheg,unb,,02:52:00,4,0,0,0,0,,2,,Female,Runb,Kathy,06/04/2007,,AM
,Rheg,unb,,01:35:00,1,0,0,0,0,,1,,Male,Runb,Judy,06/02/2007,,AM
,Rheg,unb,,02:34:00,0,0,0,0,0,,0,,Male,Runb,Judy,06/02/2007,,AM
,Rheg,unb,,01:24:00,1,0,0,0,0,,1,,Male,Runb,Judy,06/02/2007,,AM
,Rheg,yp-s,,03:39:00,1,0,1,0,0,by male,0,,Female,Ryp-s,Judy,06/02/2007,,AM
,Rheg,unb,,02:01:00,0,0,0,0,0,,0,,Male,Runb,Judy,06/02/2007,,AM
,Rheg,unb,,03:25:00,5,0,0,0,0,,3,,Male,Runb,Judy,06/02/2007,,AM
,Rheg,yp-s,,00:56:00,0,0,1,0,0,male,0,,Female,Ryp-s,Judy,06/02/2007,,AM
,Rheg,unb,,01:21:00,1,0,0,0,0,,1,,Male,Runb,Judy,06/02/2007,,AM
,Rheg,unb,,02:03:00,0,0,0,0,0,,0,,Male,Runb,Judy,06/02/2007,,AM
,Rheg,unb,,02:02:00,2,0,0,0,0,,2,,Male,Runb,Judy,06/02/2007,,AM
,Rheg,unb,,00:44:00,1,1,0,0,0,by Psophia,1,,Male,Runb,Judy,06/02/2007,,AM
,Rheg,yp-s,,01:10:00,1,0,0,0,0,,1,,Female,Ryp-s,Judy,06/02/2007,,AM
,Rheg,yp-s,,01:52:00,2,0,0,0,0,,1,,Female,Ryp-s,Judy,06/02/2007,,AM
,Rheg,unb,,01:02:00,0,0,0,0,0,,0,,Male,Runb,Judy,06/02/2007,,AM
,Rheg,unb,,01:00:00,0,0,0,0,0,,0,,Male,Runb,Judy,06/02/2007,,AM
,Rheg,unb,,01:05:00,1,0,0,0,0,,1,,Male,Runb,Judy,06/02/2007,,AM
,Rheg,unb,,01:23:00,2,0,0,0,0,,0,,Male,Runb,Kathy,06/04/2007,,AM
,Rheg,unb,,01:00:00,0,1,0,0,0,by a Phleg,0,,Male,Runb,Kathy,06/04/2007,,AM
,Rheg,unb,,03:22:00,6,0,0,0,0,,4,,Male,Runb,Kathy,06/04/2007,,AM
,Rheg,unb,,01:58:00,1,0,0,0,0,,1,,Male,Runb,Kathy,06/04/2007,,AM
,Rheg,unb,,01:04:00,3,0,0,0,0,,2,,Male,Runb,Kathy,06/04/2007,,AM
,Rheg,unb,,02:30:00,0,1,0,0,0,displaced by phleg,0,,Male,Runb,Kathy,06/04/2007,,PM
,Rheg,unb,,03:13:00,5,0,0,0,0,,1,,Female,Runb,Kathy,06/04/2007,,PM
,Rheg,unb,,01:13:00,2,0,3,0,0,disp. by female Rheg,1,,Male,Runb,Kathy,06/04/2007,,PM
,Rheg,unb,,01:25:00,1,0,0,0,0,,1,,Male,Runb,Kathy,06/04/2007,,PM
,Rheg,unb,,01:10:00,2,0,0,0,0,,2,,Male,Runb,Kathy,06/04/2007,,PM
,Rheg,unb,,02:11:00,1,0,0,0,0,,1,,Male,Runb,Kathy,06/04/2007,,PM
,Rheg,unb,,02:03:00,1,1,0,0,0,displaced by phleg,1,,Male,Runb,Kathy,06/04/2007,,PM
,Rheg,unb,,03:55:00,7,0,0,0,0,,6,,Female,Runb,Kathy,06/04/2007,,PM
,Rheg,unb,,00:56:00,0,1,0,0,0,displaced by phleg,0,,Female,Runb,Kathy,06/04/2007,,PM
,Rheg,unb,,04:50:00,2,1,0,0,0,displaced by phleg,2,,Male,Runb,Chris,06/06/2006,,AM
,Rheg,yp-s,,05:11:00,1,0,0,0,0,,1,,Female,Ryp-s,Eliana,06/07/2007,,AM
,Rheg,unb,,02:42:00,2,2,0,0,0,displaced by phleg,0,,Female,Runb,Chris,06/06/2007,,AM
,Rheg,unb,,01:27:00,2,0,0,0,0,,0,,Male,Runb,Chris,06/06/2007,,AM
,Rheg,unb,,03:38:00,9,0,0,0,0,,2,,Male,Runb,Chris,06/06/2007,,AM
,Rheg,unb,,01:58:00,0,1,0,0,1,displaced fortis,0,,Male,Runb,Chris,06/06/2007,,AM
,Rheg,unb,,02:34:00,3,0,0,0,0,,2,,Male,Runb,Chris,06/06/2007,,AM
,Rheg,unb,,02:48:00,1,0,0,0,0,,1,,Male,Runb,Chris,06/06/2007,,AM
,Rheg,unb,,01:05:00,0,0,0,10,0,displaced gymno,0,,Male,Runb,Chris,06/06/2007,,AM
,Rheg,s-gw,,02:02:00,3,0,0,0,0,,2,,Male,Rs-gw,Kathy,06/09/2007,,AM
,Rheg,py-s,,01:21:00,1,0,0,0,0,,0,,Female,Rpy-s,Kathy,06/09/2007,,AM
,Rheg,s-gw,,02:08:00,4,0,0,0,0,,2,,Male,Rs-gw,Kathy,06/09/2007,,AM
,Rheg,s-gw,,01:35:00,1,0,0,0,0,,1,,Male,Rs-gw,Kathy,06/09/2007,,AM
,Rheg,s-gw,,01:13:00,1,1,0,0,0,displaced by phleg,0,,Male,Rs-gw,Kathy,06/09/2007,,AM
,Rheg,s-gp,,02:17:00,2,0,0,0,0,,0,,Male,Rs-gp,Kathy,06/09/2007,,AM
,G. sal,unb,,01:10:00,4,0,0,0,0,,3,,Female,Gunb,Judy,05/22/2007,,AM
,G. sal,unb,,01:47:00,1,0,0,0,0,,1,,Male,Gunb,Nelly,05/22/2007,,AM
,G. sal,unb,,02:37:00,3,0,1,0,0,,2,,Male,Gunb,Judy,05/23/2007,,AM
,G. sal,unb,,01:04:00,2,0,0,0,0,,2,,Female,Gunb,Judy,05/23/2007,,AM
,G. sal,unb,,01:32:00,3,0,0,0,1,,0,,Male,Gunb,Judy,05/23/2007,,AM
,G. sal,unb,,02:48:00,3,0,1,0,0,,1,,Female,Gunb,Judy,05/23/2007,,AM
,G. sal,unb,,02:37:00,1,0,0,0,0,,1,,Female,Gunb,Judy,05/22/2007,,AM
,G. sal,unb,,01:30:00,1,0,0,0,0,,1,,Male,Gunb,Judy,05/22/2007,,AM
,G. sal,unb,,03:58:00,1,0,0,0,0,,1,,Male,Gunb,Judy,05/22/2007,,AM
,G. sal,unb,,01:00:00,0,1,0,0,0,displaced by rheg,0,,Female,Gunb,Judy,05/22/2007,,AM
,G. sal,unb,,01:10:00,1,0,0,0,0,,1,,Male,Gunb,Labbie,05/24/2007,,AM
,G. sal,unb,,01:59:00,2,0,0,0,0,,2,,Female,Gunb,Kathy,05/24/2007,,AM
,M. fort,unb,,00:44:00,1,0,0,0,0,,1,,Male,Munb,Kathy,06/11/2007,,AM
,M. fort,unb,,00:00:01,1,0,0,0,0,,1,LS,Male,Munb,Kathy,06/11/2007,,AM
,M. fort,unb,,00:00:02,2,0,0,0,0,,2,LS,Male,Munb,Kathy,06/11/2007,,AM
,M. fort,unb,,00:00:02,0,0,0,0,0,,o,LS,Male,Munb,Kathy,06/11/2007,,AM
,M. fort,unb,,00:00:01,0,0,0,0,0,,0,LS,Male,Munb,Kathy,06/11/2007,,AM
,M. fort,unb,,00:00:01,0,0,0,0,0,,0,LS,Male,Munb,Kathy,,,AM
,M. fort,unb,,00:00:01,1,0,0,0,0,,1,LS,Male,Munb,Kathy,06/11/2007,,AM
,M. fort,unb,,00:00:01,2,0,0,0,0,,1,AS,Female,Munb,Kathy,06/11/2007,,AM
,M. fort,unb,,00:00:01,2,0,0,0,0,,1,AS,Male,Munb,Kathy,06/11/2007,,AM
,M. fort,unb,,00:00:01,0,1,0,0,0,Rheg s-gw,0,AS,Male,Munb,Kathy,06/11/2007,,AM
,M. fort,unb,,00:00:01,1,0,0,0,0,,1,AS,Female,Munb,Kathy,06/11/2007,,AM
,M. fort,unb,,00:00:01,1,0,0,0,,,1,AS,Female,Munb,Kathy,06/11/2007,,AM
,M. fort,unb,,00:00:02,0,0,0,0,0,,0,AS,Female,Munb,Kathy,06/11/2007,,AM
,M. fort,unb,,00:00:01,1,0,0,0,0,,1,AS,Female,Munb,Kathy,06/11/2007,,AM
,M. fort,unb,,00:00:01,1,0,0,0,0,,1,AS,Male,Munb,Kathy,06/11/2007,,AM
,D. mer,s-yw,,00:00:01,1,1,0,0,0,Phleg,o,SKW,Female,Ds-yw,Kathy,06/09/2007,,AM
,D. mer,s-pb,,00:00:02,1,0,0,1,0,D.ful,1,SKW,Unknown,Ds-pb,Kathy,06/09/2007,,AM
,D. mer,unb,,00:00:01,2,0,0,0,0,,2,LS,Unknown,Dunb,Eliana,06/09/2007,,AM
,D. mer,rs-b,,00:00:02,0,0,1,0,0,,0,,Unknown,Drs-b,Eliana,06/09/2007,,AM
,D. mer,rs-b,,00:00:01,0,0,0,0,0,,0,,Unknown,Drs-b,Eliana,06/09/2007,,AM
,D. mer,s-pb,,00:00:04,2,0,0,0,0,,0,,Unknown,Ds-pb,Kathy,06/11/2007,,AM
,D. mer,s-pb,,00:00:03,2,0,0,0,0,,2,,Unknown,Ds-pb,Kathy,06/11/2007,,
,D. mer,s-pb,,00:00:01,0,1,0,1,0,other woodcreeper,0,,Unknown,Ds-pb,Kathy,06/11/2007,,AM
,D. mer,ps-b,,00:00:01,0,0,0,0,0,,o,,Unknown,Dps-b,Kathy,06/11/2007,,AM
,D. mer,ps-b,,00:00:02,1,0,0,0,0,,1,,Unknown,Dps-b,Kathy,06/11/2007,,AM
,D. mer,s-yw,,00:00:01,0,0,0,0,0,,0,,Unknown,Ds-yw,Kathy,06/11/2007,,AM
,D. mer,s-pb,,00:00:01,1,0,0,0,0,,1,,Unknown,Ds-pb,Kathy,06/11/2007,,AM
,D. mer,rr-s,,00:00:04,3,0,0,1,1,rheg s-gp,1,,Unknown,Drr-s,Chris,06/11/2007,,AM
,D. mer,rr-s,,00:00:01,0,0,0,0,0,,0,,Unknown,Drr-s,Chris,06/11/2007,,AM
,D. mer,os-p,,00:00:03,3,0,0,0,1,,2,,Unknown,Dos-p,Chris,06/11/2007,,AM
,D. mer,s-yw,,00:00:01,0,0,0,0,0,,0,,Unknown,Ds-yw,Chris,06/11/2007,,AM
,D. mer,rr-s,,00:00:02,0,0,0,0,0,,0,,Unknown,Drr-s,Chris,06/11/2007,,AM
,D. mer,unb,,00:00:03,5,0,0,0,0,,3,,Unknown,Dunb,Eliana,06/11/2007,,AM
,D. mer,rs-b,,00:00:01,1,0,0,0,1,,1,,Unknown,Drs-b,Eliana,06/11/2007,,AM
,D. mer,rs-b,,00:00:02,4,0,1,0,0,,3,,Unknown,Drs-b,Eliana,06/11/2007,,AM
,D. mer,unb,,00:00:03,2,0,0,0,0,,1,,Unknown,Dunb,Eliana,06/11/2007,,AM
,D. mer,unb,,00:00:05,4,0,0,0,0,,1,,Unknown,Dunb,Eliana,06/11/2007,,AM
,D. mer,unb,,00:00:02,2,0,0,0,0,,2,,Unknown,Dunb,Eliana,06/11/2007,,AM
,D. mer,rs-b,,00:00:04,0,0,1,0,0,,0,,Unknown,Drs-b,Eliana,06/11/2007,,AM
,D. mer,rs-b,,00:00:04,2,0,1,0,0,,0,,Unknown,Drs-b,Eliana,06/11/2007,,AM
,D. mer,rs-b,,00:00:01,2,0,0,0,1,,2,,Unknown,Drs-b,Eliana,06/11/2007,,AM
,D. mer,unb,,00:00:03,1,0,0,0,0,,0,,Unknown,Dunb,Eliana,06/11/2007,,AM
,D. mer,unb,,00:00:02,2,0,0,0,0,,2,,Unknown,Dunb,Eliana,06/11/2007,,AM
,D. mer,unb,,00:00:01,4,0,0,0,0,,1,,Unknown,Dunb,Eliana,06/11/2007,,AM
,D. mer,rs-b,,00:00:03,0,0,0,0,0,,0,,Unknown,Drs-b,Eliana,06/11/2007,,AM
,D. mer,rs-b,,00:00:04,3,0,1,0,1,,2,,Unknown,Drs-b,Eliana,06/11/2007,,AM
,D. mer,rs-b,,00:00:02,4,0,0,0,2,,0,,Unknown,Drs-b,Eliana,06/11/2007,,AM
,D. mer,unb,,00:00:02,1,0,0,0,1,,0,,Unknown,Dunb,Eliana,06/11/2007,,AM
,D. mer,unb,,00:00:02,2,0,0,0,0,,1,,Unknown,Dunb,Eliana,06/11/2007,,AM
,D. mer,?,,00:00:01,1,0,0,0,0,,0,,Unknown,D?,Kathy,06/11/2007,,AM
,D. mer,s-pb,,00:00:01,0,0,0,0,0,,0,,Unknown,Ds-pb,Kathy,06/11/2007,,AM
,Rheg,unb,,00:00:01,1,0,0,0,0,,1,,Male,Runb,Eliana,06/09/2007,,AM
,Rheg,unb,,00:00:01,1,0,0,0,0,,1,,Female,Runb,Eliana,06/09/2007,,AM
,Rheg,unb,,00:00:01,9,0,0,0,0,,0,,Female,Runb,Eliana,06/09/2007,,AM
,Rheg,s-?w,,00:00:02,2,0,0,0,0,,2,,Male,Rs-?w,Kathy,06/11/2007,,AM
,Rheg,s-pp,,00:00:02,0,0,0,0,0,,0,,Female,Rs-pp,Kathy,06/11/2007,,AM
,Rheg,s-gw,,00:00:01,1,0,0,0,0,,1,,Male,Rs-gw,Kathy,06/11/2007,,AM
,Rheg,s-gw,,00:00:02,1,1,0,0,0,by fortis male,1,,Male,Rs-gw,Kathy,06/11/2007,,AM
,Rheg,s-gw,,00:00:01,3,0,0,0,0,,3,,Male,Rs-gw,Kathy,06/11/2007,,AM
,Rheg,s-gw,,00:00:01,0,1,0,0,0,by plheg,0,,Male,Rs-gw,Kathy,06/11/2007,,AM
,Rheg,s-gw,,00:00:01,1,0,1,0,0,by s-pp,1,,Male,Rs-gw,Kathy,06/11/2007,,AM
,Rheg,s-pp,,00:00:01,1,0,0,0,0,,1,,Female,Rs-pp,Kathy,06/11/2007,,AM
,Rheg,s-pp,,00:00:01,1,0,0,0,0,,0,,Female,Rs-pp,Kathy,06/11/2007,,AM
,Rheg,s-gw,,00:00:02,4,0,0,0,0,,3,,Male,Rs-gw,Kathy,06/11/2007,,AM
,Rheg,s-gp,,00:00:01,3,0,0,0,0,,1,,Male,Rs-gp,Chris,06/11/2007,,AM
,Rheg,s-gp,,00:00:01,1,0,0,0,0,,0,,Male,Rs-gp,Chris,06/11/2007,,AM
,Rheg,py-s,,00:00:01,4,0,0,0,0,,1,,Female,Rpy-s,Chris,06/11/2007,,AM
,Rheg,py-s,,00:00:01,1,0,0,0,0,,0,,Female,Rpy-s,Chris,06/11/2007,,AM
,Rheg,s-gw,,00:00:01,1,0,0,,0,,1,,Male,Rs-gw,Kathy,06/09/2007,,AM
,Rheg,s-gw,,00:00:03,9,0,0,0,0,,3,,Male,Rs-gw,Kathy,06/11/2007,,AM
,Rheg,s-gw,,00:00:01,3,0,0,0,0,,1,,Male,Rs-gw,Kathy,06/11/2007,,AM
,Rheg,s-gw,,00:00:01,2,0,0,0,0,,0,,Male,Rs-gw,Kathy,06/11/2007,,AM
,Rheg,s-gw,,00:00:01,2,0,0,0,0,,1,,Male,Rs-gw,Kathy,06/11/2007,,AM
,Rheg,pp-s,,00:00:01,1,0,0,0,0,,1,,Female,Rpp-s,Kathy,06/11/2007,,AM
,Rheg,s-gw,,00:00:01,0,1,2,0,0,(rheg pp-s)  fortis male,0,,Male,Rs-gw,Kathy,06/11/2007,,AM
,Rheg,s-gw,,00:00:01,1,0,0,0,0,,1,,Male,Rs-gw,Kathy,06/11/2007,,AM
,Rheg,pp-s,,00:00:01,0,0,0,0,0,,0,,Female,Rpp-s,Kathy,06/11/2007,,AM
,Rheg,pp-s,,00:00:01,1,0,0,1,0,by phleg,1,,Female,Rpp-s,Kathy,06/11/2007,,AM
,Rheg,pp-s,,00:00:02,2,0,0,0,0,,1,,Female,Rpp-s,Kathy,06/11/2007,,AM
,G. sal,s-yp,,00:00:01,3,0,0,0,0,,1,,Male,Gs-yp,Kathy,05/24/2007,,AM
,G. sal,unb,,00:00:01,4,0,0,0,0,,3,,Female,Gunb,Kathy,05/24/2007,,AM
,G. sal,unb,,00:00:01,0,0,0,0,0,,0,,Male,Gunb,Kathy,05/24/2007,,AM
,G. sal,unb,,00:00:02,3,0,0,0,0,,1,,Female,Gunb,Kathy,05/24/2007,,AM
,G. sal,unb,,00:00:02,1,0,0,0,0,,0,,Male,Gunb,Kathy,05/24/2007,,AM
,G. sal,unb,,00:00:02,3,0,0,0,0,,2,,Male,Gunb,Judy,05/28/2007,,PM
,G. sal,unb,,00:00:02,1,0,0,0,0,,1,,Male,Gunb,Judy,05/28/2007,,PM
,G. sal,unb,,00:00:01,1,0,0,0,0,,1,,Female,Gunb,Judy,05/28/2007,,PM
,G. sal,unb,,00:00:02,3,0,0,0,0,,1,,Male,Gunb,Nelly,05/29/2007,,AM
,G. sal,unb,,00:00:04,2,0,0,0,0,,0,,Male,Gunb,Nelly,05/29/2007,,AM
,G. sal,s-yp,,00:00:01,1,0,0,0,0,,0,,Male,Gs-yp,Kathy,06/04/2007,,AM
,G. sal,s-yp,,00:00:04,0,1,0,0,1,,0,,Male,Gs-yp,Kathy,06/04/2007,,AM
,G. sal,unb,,00:00:01,0,0,0,0,0,,0,,Female,Gunb,Judy,06/02/2007,,AM
,G. sal,unb,,00:00:01,1,0,0,0,0,,0,,Female,Gunb,Kathy,06/04/2007,,AM
,G. sal,s-yp,,00:00:01,1,0,0,0,0,,1,,Male,Gs-yp,Kathy,06/04/2007,,AM
,G. sal,unb,,00:00:02,0,0,0,0,0,,0,,Female,Gunb,Nelly,06/06/2007,,AM
,G. sal,unb,,00:00:01,1,0,0,0,0,,1,,Female,Gunb,Nelly,06/06/2007,,AM
,G. sal,unb,,00:00:01,1,1,0,0,0,by psophia,1,,Female,Gunb,Chris,06/06/2007,,AM
,G. sal,unb,,00:00:01,0,0,0,0,0,,0,,Female,Gunb,Eliana,06/07/2007,,AM
,G. sal,unb,,00:00:01,1,1,0,0,0,by rheg male,1,,Female,Gunb,Eliana,06/07/2007,,AM
,G. sal,unb,,00:00:01,2,1,0,0,0,by rheg,1,,Female,Gunb,Eliana,06/07/2007,,AM
,G. sal,unb,,00:00:01,2,0,0,0,0,,1,,Female,Gunb,Eliana,06/07/2007,,AM
,G. sal,unb,,00:00:01,2,0,0,0,0,,1,,Male,Gunb,Eliana,06/07/2007,,AM
,G. sal,unb,,00:00:00,0,0,0,0,0,,0,,Male,Gunb,Eliana,06/07/2007,,AM
,G. sal,unb,,00:00:03,3,0,0,0,0,,3,,Male,Gunb,Eliana,06/07/2007,,
,G. sal,unb,,00:00:01,0,0,0,0,0,,0,,Female,Gunb,Eliana,06/09/2007,,AM
,G. sal,unb,,00:00:01,3,0,0,0,0,,2,,Male,Gunb,Eliana,06/09/2007,,AM
,G. sal,unb,,00:00:02,1,0,0,0,0,,1,,Male,Gunb,Eliana,06/09/2007,,AM
,G. sal,s-yp,,00:00:01,1,1,0,0,0,by phleg,1,,Male,Gs-yp,Kathy,06/11/2007,,AM
,G. sal,s-yp,,00:00:01,1,0,0,0,0,,1,,Male,Gs-yp,Kathy,06/11/2007,,
,G. sal,g-ps,,00:00:01,1,1,0,0,0,by rheg,0,,Female,Gg-ps,Chris,06/11/2007,,AM
,G. sal,g-ps,,00:00:01,2,0,0,0,0,,0,,Female,Gg-ps,Chris,06/11/2007,,AM
,G. sal,s-yg,,00:00:00,1,0,0,0,0,,0,,Male,Gs-yg,Chris,06/11/2007,,AM
,G. sal,s-yp,,00:00:02,0,0,0,0,0,,0,,Male,Gs-yp,Kathy,06/11/2007,,AM
,G. sal,s-yp,,00:00:01,0,0,0,0,0,,0,,Male,Gs-yp,Kathy,06/11/2007,,AM
,G. sal,s-yp,,00:00:02,1,0,0,0,0,,1,,Male,Gs-yp,Kathy,06/11/2007,,AM
,G. sal,s-yp,,00:00:01,1,0,0,0,0,,1,,Male,Gs-yp,Kathy,06/11/2007,,AM
,G. sal,"s-yp
",,00:00:01,1,0,0,0,0,,0,,Male,"Gs-yp
",Kathy,06/11/2007,,AM
,D. mer,__-s,,02:05:00,1,0,0,0,0,,1,Unknown,Unknown,D__-s,Eliana,06/09/2007,,AM
,D. mer,UNB,,03:28:00,1,0,1,0,0,,1,Unknown,Unknown,DUNB,Eliana,06/09/2007,,AM
,D. mer,UNB,,01:02:00,0,0,0,0,1,,0,Unknown,Unknown,DUNB,Eliana,06/09/2007,,AM
,D. mer,UNB,,01:16:00,0,0,1,0,0,,0,Unknown,Unknown,DUNB,Eliana,06/09/2007,,AM
,D. mer,UNB,,00:56:00,1,0,0,0,1,,1,Unknown,Unknown,DUNB,Eliana,06/09/2007,,AM
,D. mer,UNB,,01:05:00,0,0,1,0,2,,0,Unknown,Unknown,DUNB,Eliana,06/11/2007,,AM
,D. mer,UNB,,03:02:00,1,0,1,0,0,,1,Unknown,Unknown,DUNB,Eliana,06/11/2007,,AM
,D. mer,yp-s,,01:23:00,1,0,0,0,0,,1,Unknown,Unknown,Dyp-s,Eliana,06/11/2007,,AM
,D. mer,UNB,,03:08:00,1,0,0,0,1,,0,Unknown,Unknown,DUNB,Eliana,06/11/2007,,AM
,D. mer,UNB,,01:25:00,1,0,1,0,2,,1,Unknown,Unknown,DUNB,Eliana,06/11/2007,,AM
,D. mer,s-__,,03:06:00,3,0,1,0,1,,2,Unknown,Unknown,Ds-__,Eliana,06/11/2007,,AM
,D. mer,UNB,,02:35:00,0,0,0,0,0,,0,Unknown,Unknown,DUNB,Eliana,06/11/2007,,AM
,D. mer,UNB,,01:12:00,2,0,0,0,0,,1,Unknown,Unknown,DUNB,Eliana,06/11/2007,,AM
,D. mer,UNB,,01:15:00,1,0,0,0,1,,1,Unknown,Unknown,DUNB,Eliana,06/11/2007,,AM
,D. mer,yp-s,,01:05:00,1,0,0,0,0,,1,Unknown,Unknown,Dyp-s,Eliana,06/11/2007,,AM
,D. mer,UNB,,00:54:00,0,0,1,0,0,,0,Unknown,Unknown,DUNB,Eliana,06/11/2007,,AM
,D. mer,UNB,,01:16:00,0,0,2,0,0,,0,Unknown,Unknown,DUNB,Eliana,06/11/2007,,AM
,Phleg,UNB,,01:00:00,0,0,0,0,0,,0,SKW,Unknown,PUNB,Nelly,05/23/2007,,AM
,Phleg,UNB,,02:23:00,1,0,0,0,0,,1,AS,Unknown,PUNB,Labbie,05/24/2007,,AM
,Phleg,UNB,,02:05:00,0,0,0,1,0,,0,AS,Unknown,PUNB,Labbie,05/24/2007,,AM
,Phleg,UNB,,02:49:00,5,0,0,0,0,,5,AS,Unknown,PUNB,Labbie,05/24/2007,,AM
,Phleg,UNB,,02:30:00,0,0,0,0,0,,0,AS,Unknown,PUNB,Eliana,05/24/2007,,AM
,Phleg,pp-s,,02:11:00,3,0,0,0,0,,2,AS,Unknown,Ppp-s,Labbie,05/24/2007,,AM
,Phleg,UNB,,00:40:00,0,0,1,0,1,,0,LS,Unknown,PUNB,Kathy,05/24/2007,,AM
,Phleg,unb,,02:00:00,4,0,0,1,0,,0,SKW,Unknown,Punb,Kathy,05/24/2007,,AM
,Phleg,pp-s,,01:25:00,3,0,2,0,0,,0,SKW,Unknown,Ppp-s,Kathy,05/24/2007,,PM
,Phleg,pp-s,,04:43:00,15,0,0,0,0,,4,SKW,Unknown,Ppp-s,Kathy,05/24/2007,,PM
,Phleg,pp-s,,01:23:00,2,0,0,1,0,,1,SKW,Unknown,Ppp-s,Kathy,05/24/2007,,PM
,Phleg,unb,,01:30:00,1,0,0,0,0,,0,SKW,Unknown,Punb,Kathy,05/24/2007,,PM
,Phleg,pp-s,,02:09:00,4,0,2,0,0,,1,SKW,Unknown,Ppp-s,Kathy,05/24/2007,,PM
,Phleg,pp-s,,00:57:00,3,0,1,0,0,,1,SKW,Unknown,Ppp-s,Kathy,05/24/2007,,PM
,Phleg,UNB,,01:43:00,5,0,0,0,0,,0,SKW,Unknown,PUNB,Kathy,05/24/2007,,PM
,Phleg,UNB,,02:49:00,2,0,0,0,0,,0,SKW,Unknown,PUNB,Kathy,05/24/2007,,PM
,Phleg,UNB,,02:25:00,5,0,0,0,0,,0,SKW,Unknown,PUNB,Kathy,05/24/2007,,PM
,Phleg,pp-s,,02:53:00,6,0,1,0,2,,0,SKW,Unknown,Ppp-s,Kathy,05/24/2007,,PM
,Phleg,pp-s,,02:17:00,6,0,0,0,1,,1,SKW,Unknown,Ppp-s,Kathy,05/24/2007,,PM
,Phleg,pp-s,,06:32:00,13,0,0,0,4,,1,SKW,Unknown,Ppp-s,Kathy,05/24/2007,,PM
,Phleg,pp-s,,02:25:00,2,0,0,0,2,,0,SKW,Unknown,Ppp-s,Kathy,05/24/2007,,PM
,Phleg,pp-s,,01:53:00,5,0,0,0,0,,1,SKW,Unknown,Ppp-s,Kathy,05/24/2007,,PM
,Phleg,pp-s,,01:00:00,1,0,0,0,0,,1,AS,Unknown,Ppp-s,Kathy,05/26/2007,,AM
,Phleg,pp-s,,01:10:00,1,0,0,1,0,,1,AS,Unknown,Ppp-s,Kathy,05/26/2007,,AM
,Phleg,UNK,,01:02:00,1,0,0,0,0,,1,AS,Unknown,PUNK,Kathy,05/26/2007,,AM
,Phleg,unb,,03:47:00,3,0,0,0,0,,1,LC,Unknown,Punb,Kathy,05/31/2007,,AM
,Phleg,unb,,03:35:00,5,0,0,0,0,,2,LC,Unknown,Punb,Kathy,05/31/2007,,AM
,Phleg,unb,,01:05:00,1,0,0,0,0,,1,AZS,Unknown,Punb,Kathy,06/01/2007,,AM
,Phleg,unb,,01:54:00,1,0,0,0,0,,1,AZS,Unknown,Punb,Kathy,06/01/2007,,AM
,Phleg,unb,,01:42:00,3,0,0,0,0,,2,AZS,Unknown,Punb,Kathy,06/01/2007,,AM
,Phleg,unb,,02:12:00,3,0,0,0,0,,2,AZS,Unknown,Punb,Kathy,06/01/2007,,AM
,Phleg,UNB,,02:06:00,0,0,0,0,0,,0,SKW,Unknown,PUNB,Kathy,06/04/2007,,AM
,Phleg,unb,,00:00:03,3,0,0,0,0,,1,SKW,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,unb,,00:00:02,2,0,0,1,0,,1,SKW,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,unb,,00:00:01,1,0,0,0,0,,1,SKW,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,unb,,00:00:01,2,0,0,1,0,,1,SKW,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,unb,,00:00:02,1,0,0,0,0,,1,SKW,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,unb,,00:00:01,0,0,1,0,0,,0,SKW,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,pp-s,,00:00:01,1,0,0,0,0,,0,SKW,Unknown,Ppp-s,Kathy,06/04/2007,,AM
,Phleg,pp-s,,00:00:02,1,0,1,0,0,,0,SKW,Unknown,Ppp-s,Kathy,06/04/2007,,AM
,Phleg,pp-s,,00:00:01,2,0,0,1,0,,2,SKW,Unknown,Ppp-s,Kathy,06/04/2007,,AM
,Phleg,pp-s,,00:00:04,10,0,1,0,1,,6,SKW,Unknown,Ppp-s,Kathy,06/04/2007,,AM
,Phleg,pp-s,,00:00:02,1,0,0,0,0,,0,SKW,Unknown,Ppp-s,Kathy,06/04/2007,,AM
,Phleg,unb,,00:00:02,2,0,0,0,0,,1,SKW,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,unb,,00:00:01,1,0,0,0,0,,1,SKW,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,unb,,00:00:01,1,0,0,1,0,,1,SKW,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,pp-s,,00:00:01,4,0,0,0,0,,2,SKW,Unknown,Ppp-s,Kathy,06/04/2007,,AM
,Phleg,unb,,00:00:01,2,0,0,0,2,,2,SKW,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,pp-s,,00:00:01,0,0,0,0,1,,0,SKW,Unknown,Ppp-s,Kathy,06/04/2007,,AM
