obsid,species,colors,time,duration,attempts,Rinter,Rintra,Iinter,Iintra,Notes,Successes,Observer,Sex,birdid,Colony,Date,Juv,Time of Day
,G. sal,s-yp,,1:18:00,1,0,0,0,0,,1,,Male,Gs-yp,Kathy,6/11/07,,
,G. sal,g-ps,,1:26:00,1,1,0,0,0,by rheg,0,,Female,Gg-ps,Chris,6/11/07,,AM
,G. sal,g-ps,,1:22:00,2,0,0,0,0,,0,,Female,Gg-ps,Chris,6/11/07,,AM
,G. sal,s-yg,,0:46:00,1,0,0,0,0,,0,,Male,Gs-yg,Chris,6/11/07,,AM
,G. sal,s-yp,,1:51:00,0,0,0,0,0,,0,,Male,Gs-yp,Kathy,6/11/07,,AM
,G. sal,s-yp,,1:22:00,0,0,0,0,0,,0,,Male,Gs-yp,Kathy,6/11/07,,AM
,G. sal,s-yp,,2:10:00,1,0,0,0,0,,1,,Male,Gs-yp,Kathy,6/11/07,,AM
,G. sal,s-yp,,1:10:00,1,0,0,0,0,,1,,Male,Gs-yp,Kathy,6/11/07,,AM
,G. sal,"s-yp
",,1:00:00,1,0,0,0,0,,0,,Male,"Gs-yp
",Kathy,6/11/07,,AM
,D. mer,__-s,,2:05:00,1,0,0,0,0,,1,Unknown,Unknown,D__-s,Eliana,6/9/07,,AM
,D. mer,UNB,,3:28:00,1,0,1,0,0,,1,Unknown,Unknown,DUNB,Eliana,6/9/07,,AM
,D. mer,UNB,,1:02:00,0,0,0,0,1,,0,Unknown,Unknown,DUNB,Eliana,6/9/07,,AM
,D. mer,UNB,,1:16:00,0,0,1,0,0,,0,Unknown,Unknown,DUNB,Eliana,6/9/07,,AM
,D. mer,UNB,,0:56:00,1,0,0,0,1,,1,Unknown,Unknown,DUNB,Eliana,6/9/07,,AM
,D. mer,UNB,,1:05:00,0,0,1,0,2,,0,Unknown,Unknown,DUNB,Eliana,6/11/07,,AM
,D. mer,UNB,,3:02:00,1,0,1,0,0,,1,Unknown,Unknown,DUNB,Eliana,6/11/07,,AM
,D. mer,yp-s,,1:23:00,1,0,0,0,0,,1,Unknown,Unknown,Dyp-s,Eliana,6/11/07,,AM
,D. mer,UNB,,3:08:00,1,0,0,0,1,,0,Unknown,Unknown,DUNB,Eliana,6/11/07,,AM
,D. mer,UNB,,1:25:00,1,0,1,0,2,,1,Unknown,Unknown,DUNB,Eliana,6/11/07,,AM
,D. mer,s-__,,3:06:00,3,0,1,0,1,,2,Unknown,Unknown,Ds-__,Eliana,6/11/07,,AM
,D. mer,UNB,,2:35:00,0,0,0,0,0,,0,Unknown,Unknown,DUNB,Eliana,6/11/07,,AM
,D. mer,UNB,,1:12:00,2,0,0,0,0,,1,Unknown,Unknown,DUNB,Eliana,6/11/07,,AM
,D. mer,UNB,,1:15:00,1,0,0,0,1,,1,Unknown,Unknown,DUNB,Eliana,6/11/07,,AM
,D. mer,yp-s,,1:05:00,1,0,0,0,0,,1,Unknown,Unknown,Dyp-s,Eliana,6/11/07,,AM
,D. mer,UNB,,0:54:00,0,0,1,0,0,,0,Unknown,Unknown,DUNB,Eliana,6/11/07,,AM
,D. mer,UNB,,1:16:00,0,0,2,0,0,,0,Unknown,Unknown,DUNB,Eliana,6/11/07,,AM
,Phleg,UNB,,1:00:00,0,0,0,0,0,,0,SKW,Unknown,PUNB,Nelly,5/23/07,,AM
,Phleg,UNB,,2:23:00,1,0,0,0,0,,1,AS,Unknown,PUNB,Labbie,5/24/07,,AM
,Phleg,UNB,,2:05:00,0,0,0,1,0,,0,AS,Unknown,PUNB,Labbie,5/24/07,,AM
,Phleg,UNB,,2:49:00,5,0,0,0,0,,5,AS,Unknown,PUNB,Labbie,5/24/07,,AM
,Phleg,UNB,,2:30:00,0,0,0,0,0,,0,AS,Unknown,PUNB,Eliana,5/24/07,,AM
,Phleg,pp-s,,2:11:00,3,0,0,0,0,,2,AS,Unknown,Ppp-s,Labbie,5/24/07,,AM
,Phleg,UNB,,0:40:00,0,0,1,0,1,,0,LS,Unknown,PUNB,Kathy,5/24/07,,AM
,Phleg,unb,,2:00:00,4,0,0,1,0,,0,SKW,Unknown,Punb,Kathy,5/24/07,,AM
,Phleg,pp-s,,1:25:00,3,0,2,0,0,,0,SKW,Unknown,Ppp-s,Kathy,5/24/07,,PM
,Phleg,pp-s,,4:43:00,15,0,0,0,0,,4,SKW,Unknown,Ppp-s,Kathy,5/24/07,,PM
,Phleg,pp-s,,1:23:00,2,0,0,1,0,,1,SKW,Unknown,Ppp-s,Kathy,5/24/07,,PM
,Phleg,unb,,1:30:00,1,0,0,0,0,,0,SKW,Unknown,Punb,Kathy,5/24/07,,PM
,Phleg,pp-s,,2:09:00,4,0,2,0,0,,1,SKW,Unknown,Ppp-s,Kathy,5/24/07,,PM
,Phleg,pp-s,,0:57:00,3,0,1,0,0,,1,SKW,Unknown,Ppp-s,Kathy,5/24/07,,PM
,Phleg,UNB,,1:43:00,5,0,0,0,0,,0,SKW,Unknown,PUNB,Kathy,5/24/07,,PM
,Phleg,UNB,,2:49:00,2,0,0,0,0,,0,SKW,Unknown,PUNB,Kathy,5/24/07,,PM
,Phleg,UNB,,2:25:00,5,0,0,0,0,,0,SKW,Unknown,PUNB,Kathy,5/24/07,,PM
,Phleg,pp-s,,2:53:00,6,0,1,0,2,,0,SKW,Unknown,Ppp-s,Kathy,5/24/07,,PM
,Phleg,pp-s,,2:17:00,6,0,0,0,1,,1,SKW,Unknown,Ppp-s,Kathy,5/24/07,,PM
,Phleg,pp-s,,6:32:00,13,0,0,0,4,,1,SKW,Unknown,Ppp-s,Kathy,5/24/07,,PM
,Phleg,pp-s,,2:25:00,2,0,0,0,2,,0,SKW,Unknown,Ppp-s,Kathy,5/24/07,,PM
,Phleg,pp-s,,1:53:00,5,0,0,0,0,,1,SKW,Unknown,Ppp-s,Kathy,5/24/07,,PM
,Phleg,pp-s,,1:00:00,1,0,0,0,0,,1,AS,Unknown,Ppp-s,Kathy,5/26/07,,AM
,Phleg,pp-s,,1:10:00,1,0,0,1,0,,1,AS,Unknown,Ppp-s,Kathy,5/26/07,,AM
,Phleg,UNK,,1:02:00,1,0,0,0,0,,1,AS,Unknown,PUNK,Kathy,5/26/07,,AM
,Phleg,unb,,3:47:00,3,0,0,0,0,,1,LC,Unknown,Punb,Kathy,5/31/07,,AM
,Phleg,unb,,3:35:00,5,0,0,0,0,,2,LC,Unknown,Punb,Kathy,5/31/07,,AM
,Phleg,unb,,1:05:00,1,0,0,0,0,,1,AZS,Unknown,Punb,Kathy,6/1/07,,AM
,Phleg,unb,,1:54:00,1,0,0,0,0,,1,AZS,Unknown,Punb,Kathy,6/1/07,,AM
,Phleg,unb,,1:42:00,3,0,0,0,0,,2,AZS,Unknown,Punb,Kathy,6/1/07,,AM
,Phleg,unb,,2:12:00,3,0,0,0,0,,2,AZS,Unknown,Punb,Kathy,6/1/07,,AM
,Phleg,UNB,,2:06:00,0,0,0,0,0,,0,SKW,Unknown,PUNB,Kathy,6/4/07,,AM
,Phleg,unb,,3:02:00,3,0,0,0,0,,1,SKW,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,unb,,1:52:00,2,0,0,1,0,,1,SKW,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,unb,,1:47:00,1,0,0,0,0,,1,SKW,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,unb,,1:02:00,2,0,0,1,0,,1,SKW,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,unb,,2:39:00,1,0,0,0,0,,1,SKW,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,unb,,1:15:00,0,0,1,0,0,,0,SKW,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,pp-s,,1:25:00,1,0,0,0,0,,0,SKW,Unknown,Ppp-s,Kathy,6/4/07,,AM
,Phleg,pp-s,,2:40:00,1,0,1,0,0,,0,SKW,Unknown,Ppp-s,Kathy,6/4/07,,AM
,Phleg,pp-s,,1:45:00,2,0,0,1,0,,2,SKW,Unknown,Ppp-s,Kathy,6/4/07,,AM
,Phleg,pp-s,,3:51:00,10,0,1,0,1,,6,SKW,Unknown,Ppp-s,Kathy,6/4/07,,AM
,Phleg,pp-s,,2:47:00,1,0,0,0,0,,0,SKW,Unknown,Ppp-s,Kathy,6/4/07,,AM
,Phleg,unb,,2:32:00,2,0,0,0,0,,1,SKW,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,unb,,1:03:00,1,0,0,0,0,,1,SKW,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,unb,,1:01:00,1,0,0,1,0,,1,SKW,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,pp-s,,1:36:00,4,0,0,0,0,,2,SKW,Unknown,Ppp-s,Kathy,6/4/07,,AM
,Phleg,unb,,1:07:00,2,0,0,0,2,,2,SKW,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,pp-s,,1:10:00,0,0,0,0,1,,0,SKW,Unknown,Ppp-s,Kathy,6/4/07,,AM
,Phleg,unb,,1:35:00,0,0,0,0,0,,0,AS,Unknown,Punb,Kathy,6/4/07,Yes,AM
,Phleg,pp-s,,2:04:00,2,0,0,0,0,,1,AS,Unknown,Ppp-s,Kathy,6/4/07,,AM
,Phleg,UNB,,4:02:00,4,0,0,0,0,,1,AS,Unknown,PUNB,Kathy,6/4/07,Yes,AM
,Phleg,UNB,,1:50:00,2,0,0,0,0,,0,AS,Unknown,PUNB,Kathy,6/4/07,Yes,AM
,Phleg,UNB,,1:33:00,1,0,0,0,0,,1,AS,Unknown,PUNB,Kathy,6/4/07,,AM
,Phleg,pp-s,,1:00:00,1,0,0,0,0,,1,AS,Unknown,Ppp-s,Kathy,6/4/07,,AM
,Phleg,unb,,1:11:00,1,0,0,0,0,,1,AS,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,unb,,1:02:00,2,0,0,0,0,,0,AS,Unknown,Punb,Kathy,6/4/07,Yes,AM
,Phleg,unb,,1:00:00,2,0,0,0,0,,2,AS,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,unb,,1:20:00,2,0,0,0,0,,1,,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,unb,,1:19:00,0,0,0,0,0,,0,,Unknown,Punb,Kathy,6/4/07,Yes,AM
,Phleg,unb,,1:22:00,1,0,0,0,0,,1,,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,unb,,1:20:00,1,0,0,0,0,,1,,Unknown,Punb,Kathy,6/4/07,Yes,AM
,Phleg,UNB,,1:32:00,0,0,0,0,0,,0,,Unknown,PUNB,Kathy,6/4/07,Yes,AM
,Phleg,pp-s,,1:35:00,1,0,0,0,0,,1,,Unknown,Ppp-s,Kathy,6/4/07,,AM
,Phleg,pp-s,,4:35:00,6,0,0,0,1,,3,,Unknown,Ppp-s,Kathy,6/4/07,,AM
,Phleg,unb,,4:40:00,3,0,0,0,1,displaced pp-s,2,,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,unb,,3:23:00,4,0,0,0,0,,3,,Unknown,Punb,Kathy,6/4/07,,AM
,Phleg,pp-s,,1:36:00,1,0,2,0,1,fighting with kids,1,,Unknown,Ppp-s,Kathy,6/4/07,,AM
,Phleg,unb,,1:38:00,0,0,1,0,0,,0,,Unknown,Punb,Kathy,6/4/07,Yes,AM
,Phleg,pp-s,,1:21:00,3,0,0,0,1,,1,,Unknown,Ppp-s,Kathy,6/4/07,,PM
,Phleg,unb,,1:30:00,3,0,1,1,0,displaced rheg,1,,Unknown,Punb,Kathy,6/4/07,,PM
,Phleg,pp-s,,1:09:00,0,0,0,0,0,,0,,Unknown,Ppp-s,Kathy,6/4/07,,PM
,Phleg,pp-s,,3:21:00,2,0,0,0,0,,2,,Unknown,Ppp-s,Kathy,6/4/07,,PM
,Phleg,pp-s,,2:03:00,0,0,0,0,0,,0,,Unknown,Ppp-s,Kathy,6/4/07,,PM
,Phleg,unb,,1:06:00,1,0,0,0,0,,1,,Unknown,Punb,Kathy,6/4/07,,PM
,Phleg,unb,,2:00:00,4,0,0,0,0,,3,,Unknown,Punb,Kathy,6/4/07,,PM
,Phleg,unb,,1:06:00,1,0,1,0,0,replaced by juv,1,,Unknown,Punb,Kathy,6/4/07,,PM
,Phleg,unb,,1:03:00,1,0,0,0,0,,1,,Unknown,Punb,Nelly,6/6/07,,AM
,Phleg,unb,,0:52:00,4,0,0,1,0,displaced d. mer,1,,Unknown,Punb,Nelly,6/6/07,,AM
,Phleg,unb,,1:41:00,1,0,0,0,0,,1,,Unknown,Punb,Nelly,6/6/07,Yes,AM
,Phleg,unb,,1:55:00,1,0,0,0,0,,0,,Unknown,Punb,Chris,6/6/07,Yes,AM
,Phleg,unb,,1:15:00,2,0,1,0,0,displaced by pp-s,0,,Unknown,Punb,Chris,6/6/07,Yes,AM
,Phleg,unb,,1:49:00,1,0,0,1,0,,1,,Unknown,Punb,Chris,6/6/07,,AM
,Phleg,unb,,2:25:00,3,0,1,0,0,,1,,Unknown,Punb,Chris,6/6/07,Yes,AM
,Phleg,unb,,2:32:00,3,0,0,0,1,displaced juv,2,,Unknown,Punb,Chris,6/6/07,,AM
,Phleg,pp-s,,4:01:00,3,0,0,0,1,displaced juv,3,,Unknown,Ppp-s,Chris,6/6/07,,AM
,Phleg,unb,,1:42:00,2,0,0,0,0,,1,,Unknown,Punb,Chris,6/6/07,Yes,AM
,Phleg,unb,,1:04:00,2,0,0,0,0,,2,,Unknown,Punb,Chris,6/6/07,,AM
,Phleg,unb,,1:06:00,0,1,0,0,0,displaced by psophoia,0,,Unknown,Punb,Chris,6/6/07,,AM
,Phleg,unb,,1:28:00,1,0,0,2,0,displaced a d.mer and woodcreeper,1,,Unknown,Punb,Chris,6/6/07,,AM
,Phleg,unb,,2:11:00,1,0,0,0,0,,0,,Unknown,Punb,Chris,6/6/07,Yes,AM
,Phleg,unb,,1:17:00,1,0,0,0,0,,1,,Unknown,Punb,Chris,6/6/07,,AM
,Phleg,pp-s,,1:05:00,0,0,1,2,0,displaced rhegs,0,,Unknown,Ppp-s,Chris,6/6/07,,AM
,Phleg,pp-s,,2:06:00,4,0,0,0,1,,0,,Unknown,Ppp-s,Chris,6/6/07,,AM
,Phleg,pp-s,,2:22:00,3,0,0,1,0,displaced rheg,0,,Unknown,Ppp-s,Chris,6/6/07,,AM
,Phleg,pp-s,,2:01:00,4,0,0,2,0,displaced rhegs,1,,Unknown,Ppp-s,Chris,6/6/07,,AM
,Phleg,pp-s,,3:10:00,3,0,0,1,0,displaced rheg,1,,Unknown,Ppp-s,Chris,6/6/07,,AM
,Phleg,unb,,3:55:00,2,0,0,0,2,displaced juvs,2,,Unknown,Punb,Chris,6/6/07,,AM
,Phleg,unb,,2:25:00,3,0,0,0,0,,0,,Unknown,Punb,Chris,6/6/07,,AM
,Phleg,pp-s,,1:02:00,4,0,0,0,0,,2,,Unknown,Ppp-s,Chris,6/6/07,,AM
,Phleg,pp-s,,2:15:00,4,0,0,0,0,,3,,Unknown,Ppp-s,Chris,6/6/07,,AM
,Phleg,pp-s,,2:28:00,1,0,0,0,0,,0,,Unknown,Ppp-s,Chris,6/6/07,,AM
,Phleg,pp-s,,1:36:00,2,0,0,1,0,displaced rheg,2,,Unknown,Ppp-s,Kathy,6/9/07,,AM
,Phleg,s-pw,,1:16:00,0,0,0,3,0,2 d.mer 1 d. ful,0,,Unknown,Ps-pw,Kathy,6/9/07,,AM
,Phleg,pp-s,,1:49:00,1,0,0,3,0,displaces d. mer,1,,Unknown,Ppp-s,Kathy,6/9/07,,AM
,Phleg,g-ps,,1:16:00,2,0,0,0,0,,1,,Unknown,Pg-ps,Kathy,6/9/07,,AM
,Phleg,pp-s,,2:37:00,2,0,1,0,0,,2,,Unknown,Ppp-s,Kathy,6/9/07,,AM
,Phleg,unk,,2:00:00,0,0,0,0,0,,0,,Unknown,Punk,Kathy,6/11/07,,AM
,Phleg,wp-s,,1:05:00,1,0,0,0,0,,1,,Unknown,Pwp-s,Kathy,6/11/07,Yes,AM
,Phleg,pp-s,,4:14:00,1,1,0,0,0,Displaced by D. Picum,1,,Unknown,Ppp-s,Kathy,6/11/07,,AM
,Phleg,unk,,1:25:00,1,0,0,0,1,,0,,Unknown,Punk,Kathy,6/11/07,,AM
,Phleg,unk,,2:07:00,0,0,0,1,0,displaced fortis male,0,,Unknown,Punk,Kathy,6/11/07,,AM
,Phleg,__-s,,2:41:00,0,0,0,0,0,,0,,Unknown,P__-s,Kathy,6/11/07,Yes,AM
,Phleg,p-rs,,1:16:00,1,0,0,0,0,,1,,Unknown,Pp-rs,Kathy,6/11/07,Yes,AM
,Phleg,pp-s,,1:50:00,2,0,0,0,0,,0,,Unknown,Ppp-s,Chris,6/11/07,,AM
,Phleg,pp-s,,1:07:00,1,0,0,2,0,displaced rhegs,1,,Unknown,Ppp-s,Kathy,6/9/07,,AM
,Phleg,s-pw,,2:26:00,4,0,0,0,0,,4,,Unknown,Ps-pw,Kathy,6/9/07,,AM
,Phleg,s-_p,,1:44:00,0,0,0,0,0,,0,AS,Unknown,Ps-_p,Kathy,6/11/07,,AM
,Phleg,_p-s,,2:45:00,0,0,0,0,0,possibly wp-s,0,AS,Unknown,P_p-s,Kathy,6/11/07,,AM
,Phleg,unk,,1:11:00,0,0,0,0,0,,0,AS,Unknown,Punk,Kathy,6/11/07,,AM
,Phleg,_p-s,,1:14:00,0,0,0,0,0,possibly wp-s,0,AS,Unknown,P_p-s,Kathy,6/11/07,,AM
,Phleg,unk,,4:11:00,1,0,0,0,0,,1,AS,Unknown,Punk,Kathy,6/11/07,,AM
,Phleg,p-_s,,2:49:00,2,0,0,0,0,possibly p-rs,2,AS,Unknown,Pp-_s,Kathy,6/11/07,,AM
,Phleg,unk,,1:19:00,2,0,0,0,0,,2,AS,Unknown,Punk,Kathy,6/11/07,,AM
,Phleg,unk,,2:43:00,0,0,0,0,0,,0,AS,Unknown,Punk,Kathy,6/11/07,,AM
,Phleg,_-ps,,2:35:00,0,0,0,0,0,possibly wp-s,0,AS,Unknown,P_-ps,Kathy,6/11/07,,AM
,Phleg,unk,,2:35:00,1,0,0,0,0,,0,AS,Unknown,Punk,Kathy,6/11/07,,AM
,D. mer,rr-s,,1:28:00,3,0,0,0,0,,2,,Unknown,Drr-s,Chris,6/12/07,,AM
,D. mer,rr-s,,1:24:00,3,0,0,0,0,,3,,Unknown,Drr-s,Chris,6/12/07,,AM
,D. mer,rr-s,,2:00:00,0,0,0,0,0,,0,,Unknown,Drr-s,Chris,6/12/07,,AM
,D. mer,rr-s,,1:57:00,0,0,0,0,0,,0,,Unknown,Drr-s,Chris,6/12/07,,AM
,D. mer,rr-s,,2:08:00,0,0,0,0,0,,0,,Unknown,Drr-s,Chris,6/12/07,,AM
,D. mer,unk,,0:52:00,1,0,0,0,0,,0,,Unknown,Dunk,Chris,6/12/07,,AM
,D. mer,s-yw,,4:02:00,3,0,0,0,0,,1,,Unknown,Ds-yw,Kathy,6/12/07,,AM
,D. mer,unb,,4:05:00,2,0,0,0,0,,0,,Unknown,Dunb,Sharon,6/13/07,,PM
,Rheg,unb,,2:10:00,2,0,0,0,0,,1,,Male,Runb,Eliana,6/9/07,,AM
,Rheg,unb,,2:26:00,3,0,0,0,0,,1,,Male,Runb,Eliana,6/9/07,,AM
,Rheg,unb,,3:40:00,3,0,1,0,0,displaced by male,2,,Female,Runb,Eliana,6/9/07,,AM
,Rheg,unb,,1:36:00,1,0,0,0,1,displaced female,1,,Male,Runb,Eliana,6/9/07,,AM
,Rheg,unb,,2:14:00,3,0,0,0,1,displaced female,2,,Male,Runb,Eliana,6/9/07,,AM
,Rheg,s-gp,,1:31:00,0,0,0,0,0,,0,,Male,Rs-gp,Chris,6/12/07,,AM
,Rheg,s-go,,2:00:00,3,0,0,0,0,,1,,Male,Rs-go,Chris,6/12/07,,AM
,Rheg,py-s,,0:51:00,1,0,0,0,0,,0,,Female,Rpy-s,Chris,6/12/07,,AM
,Rheg,unb,,1:32:00,1,0,0,0,0,,1,,Male,Runb,Sharon,6/13/07,,PM
,Rheg,unb,,1:42:00,1,0,0,0,0,,1,,Male,Runb,Sharon,6/13/07,,PM
,Rheg,unb,,2:20:00,0,0,0,0,0,,0,,Male,Runb,Sharon,6/13/07,,PM
,Rheg,unb,,0:51:00,1,0,0,0,0,,0,,Female,Runb,Sharon,6/13/07,,PM
,Rheg,unb,,0:39:00,1,0,0,0,0,,0,,Male,Runb,Sharon,6/13/07,,AM
,G. sal,s-gr,,2:08:00,0,1,0,0,0,displaced by rheg,0,,Female,Gs-gr,Chris,6/12/07,,AM
,G. sal,s-yg,,1:59:00,3,0,0,0,0,,1,,Male,Gs-yg,Kathy,6/12/07,,AM
,,,,,,0,0,0,0,,,,,,,,,
,M. fort,unb,,1:21:00,0,1,0,1,0,(i inter-Gymno) (r inter-Phleg),0,SKW,Male,Munb,Rani,6/14/07,,AM
,M. fort,unb,,4:04:00,2,0,0,0,0,,1,SKW,Male,Munb,Rani,6/14/07,,AM
,M. fort,unb,,3:37:00,2,0,0,0,0,,1,SKW,Male,Munb,Rani,6/14/07,,AM
,M. fort,unb,,1:50:00,1,0,0,0,0,,1,SKW,Male,Munb,Rani,6/14/07,,AM
,M. fort,unb,,1:52:00,2,0,0,1,0,rheg f,2,SKW,Female,Munb,Rani,6/14/07,,AM
,M. fort,unb,,0:48:00,1,0,0,0,0,,1,SKW,Female,Munb,Rani,6/14/07,,AM
,M. fort,unb,,1:27:00,1,0,0,0,0,,1,LC,Male,Munb,Rani,6/15/07,,AM
,M. fort,unb,,0:48:00,1,0,0,0,0,,0,LC,Male,Munb,Rani,6/15/07,,AM
,Rheg,unb,,2:41:00,1,0,0,1,0,gymno,1,SKW,Female,Runb,Rani,6/14/07,,AM
,Rheg,unb,,2:50:00,5,1,0,2,0,by fortis,4,SKW,Female,Runb,Rani,6/14/07,,AM
,Rheg,unb,,1:09:00,1,0,0,0,0,,1,SKW,Female,Runb,Rani,6/14/07,,AM
,Rheg,unk,,1:14:00,3,0,0,0,0,,1,SKW,Male,Runk,Rani,6/14/07,,AM
,Rheg,unb,,2:12:00,0,0,0,0,0,,0,SKW,Female,Runb,Rani,6/14/07,,AM
,Rheg,s-pp,,0:57:00,0,0,1,0,1,,0,,Female,Rs-pp,Rani,6/14/07,,AM
,Rheg,s-pp,,1:14:00,1,0,0,0,0,,1,,Female,Rs-pp,Rani,6/14/07,,AM
,Rheg,s-pp,,1:28:00,2,0,1,0,0,,2,,Female,Rs-pp,Rani,6/14/07,,
,Rheg,s-pp,,1:07:00,0,0,0,0,0,,0,SKW,Female,Rs-pp,Rani,6/14/07,,AM
,Rheg,unb,,1:00:00,2,0,0,0,0,,2,,Female,Runb,Rani,6/14/07,,AM
,Rheg,unb,,2:14:00,5,0,0,0,0,,4,,Female,Runb,Rani,6/14/07,,AM
,Rheg,unb,,1:33:00,3,1,0,0,0,m.fortis female,2,SKW,Female,Runb,Rani,6/14/07,,AM
,Rheg,unb,,1:42:00,1,0,0,0,0,,0,,Female,Runb,Rani,6/14/07,,AM
,Rheg,unb,,1:51:00,0,0,0,0,0,,0,,Female,Runb,Rani,6/14/07,,AM
,Rheg,unb,,1:08:00,5,0,0,0,0,,2,,Female,Runb,Rani,6/15/07,,AM
,Rheg,unb,,0:41:00,2,0,0,0,0,,0,,Female,Runb,Rani,6/15/07,,AM
,Rheg,s-pp,,2:42:00,2,0,0,0,0,,1,,Female,Rs-pp,Rani,6/15/07,,AM
,Rheg,unb,,1:15:00,2,2,0,0,0,by phleg,0,,Female,Runb,Rani,6/15/07,,AM
,Rheg,py-s,,1:17:00,2,2,0,0,0,by phleg,1,,Female,Rpy-s,Rani,6/15/07,,AM
,Rheg,s-gw,,1:33:00,3,0,0,0,0,,1,,Male,Rs-gw,Rani,6/15/07,,AM
,Rheg,unb,,1:30:00,0,0,0,0,0,,0,,Male,Runb,Rani,6/15/07,,AM
,Rheg,unb,,1:40:00,3,0,0,0,0,,1,,Male,Runb,Rani,6/15/07,,AM
,Rheg,unb,,2:58:00,5,0,0,0,0,,1,,Female,Runb,Rani,6/15/07,,AM
,Rheg,s-gw,,1:35:00,3,1,0,0,0,by pheg,0,,Male,Rs-gw,Rani,6/15/07,,AM
,Rheg,unb,,1:24:00,3,0,0,0,0,,1,,Female,Runb,Rani,6/15/07,,AM
,Rheg,unb,,1:13:00,2,0,1,0,0, s-gw,0,,Male,Runb,Rani,6/15/07,,AM
,Rheg,unb,,1:21:00,3,0,0,0,0,,0,,Female,Runb,Rani,6/15/07,,AM
,Rheg,s-gw,,1:38:00,2,0,1,0,0,,0,,Male,Rs-gw,Rani,6/15/07,,AM
,Rheg,s-gw,,1:00:00,1,1,0,0,0,by a phleg,1,,Male,Rs-gw,Rani,6/15/07,,AM
,Rheg,s-gp,,1:55:00,2,0,0,0,0,,1,,Male,Rs-gp,Rani,6/15/07,,AM
,G. sal,s-gr,,1:13:00,2,1,0,0,0,by a rheg,1,,Female,Gs-gr,Rani,6/14/07,,AM
,G. sal,unb,,1:34:00,1,0,0,0,0,,1,,Male,Gunb,Rani,6/14/07,,AM
,G. sal,s-gr,,3:28:00,6,0,0,0,0,,2,,Female,Gs-gr,Rani,6/14/07,,AM
,G. sal,unb,,2:28:00,0,1,1,0,0,phleg,0,,Male,Gunb,Rani,6/14/07,,AM
,G. sal,s-gr,,3:34:00,1,0,0,0,0,,1,,Female,Gs-gr,Rani,6/14/07,,AM
,G. sal,s-gr,,1:41:00,1,3,0,0,0,rheg,0,,Female,Gs-gr,Rani,6/14/07,,AM
,G. sal,s-gr,,3:51:00,2,0,0,0,0,,2,,Female,Gs-gr,Rani,6/14/07,,AM
,G. sal,s-gr,,2:31:00,3,1,0,0,0,rheg,2,,Female,Gs-gr,Rani,6/14/07,,AM
,G. sal,s-gr,,1:49:00,1,0,0,0,0,,1,,Female,Gs-gr,Rani,6/14/07,,AM
,G. sal,s-gr,,2:01:00,0,0,0,0,0,,0,,Female,Gs-gr,Rani,6/14/07,,AM
,G. sal,s-gr,,1:00:00,0,0,0,0,0,,0,,Female,Gs-gr,Rani,6/14/07,,AM
,G. sal,unb,,1:12:00,1,0,0,0,0,,1,,Male,Gunb,Rani,6/14/07,Yes,AM
,G. sal,unb,,0:56:00,2,0,0,0,0,,0,,Male,Gunb,Rani,6/15/07,,AM
,,,,,,0,0,0,0,,,,,,,,,
,M. fort,unb,,1:29:00,3,0,0,0,0,,3,,Female,Munb,Rani,6/15/07,,PM
,M. fort,unb,,2:18:00,3,0,0,0,0,,0,,Female,Munb,Rani,6/15/07,,PM
,M. fort,unb,,2:15:00,1,0,0,0,0,,1,,Female,Munb,Rani,6/15/07,,PM
,M. fort,unb,,2:04:00,3,0,0,0,0,,2,,Male,Munb,Chris,6/16/07,,PM
,M. fort,unb,,4:31:00,3,0,0,1,0,Rheg,0,,Male,Munb,Chris,6/16/07,,PM
,M. fort,unb,,3:18:00,0,0,0,0,0,,0,,Unknown,Munb,Chris,6/18/07,,PM
,M. fort,unb,,2:06:00,3,0,0,1,0,Gymno,1,,Male,Munb,Nelly,6/19/07,,AM
,M. fort,unb,,2:46:00,5,0,0,1,0,rheg,4,,Male,Munb,Nelly,6/19/07,,AM
,M. fort,unb,,1:30:00,2,0,0,0,0,,1,,Male,Munb,Nelly,6/19/07,,AM
,M. fort,unb,,1:40:00,0,0,0,1,0,rheg,0,,Male,Munb,Nelly,6/19/07,,AM
,M. fort,unb,,0:44:00,1,0,0,0,0,,1,,Male,Munb,Chris,6/19/07,,AM
,M. fort,unb,,1:38:00,1,0,0,0,0,,1,,Male,Munb,Chris,6/19/07,,AM
,M. fort,unb,,0:57:00,2,0,0,0,0,,1,,Female,Munb,Chris,6/19/07,,AM
