obsid,species,colors,time,duration,attempts,Rinter,Rintra,Iinter,Iintra,Notes,Successes,Observer,Sex,birdid,Colony,Date,Juv,Time of Day
,D. mer,unb,,1:05:00,1,1,0,0,0,by rheg,1,,Unknown,Dunb,Nelly,6/6/07,,AM
,D. mer,unb,,1:03:00,1,0,0,0,0,,1,,Unknown,Dunb,Nelly,6/6/07,,AM
,D. mer,unb,,1:31:00,0,0,0,0,0,,0,,Unknown,Dunb,Nelly,6/6/07,,AM
,D. mer,unb,,1:43:00,1,0,0,0,0,,1,,Unknown,Dunb,Nelly,6/6/07,,AM
,D. mer,unb,,1:10:00,0,0,0,0,0,,0,,Unknown,Dunb,Nelly,6/6/07,,AM
,D. mer,unb,,1:13:00,2,1,0,0,0,by a kid Phleg,1,,Unknown,Dunb,Nelly,6/6/07,,AM
,D. mer,unb,,1:18:00,1,0,0,0,0,,1,AZS,Unknown,Dunb,Chris,6/6/07,,AM
,D. mer,unb,,2:58:00,3,1,0,0,1,(r-inter) by a picumnus,2,LC,Unknown,Dunb,Judy,6/6/07,,PM
,D. mer,unb,,2:07:00,0,0,1,0,0,,0,LC,Unknown,Dunb,Judy,6/6/07,,PM
,D. mer,unb,,1:46:00,0,1,0,0,0,by a D.picumnus,0,LC,Unknown,Dunb,Judy,6/6/07,,PM
,D. mer,unb,,3:09:00,1,0,0,0,0,,1,LS,Unknown,Dunb,Eliana ,6/7/07,,AM
,D. mer,unb,,1:03:00,4,0,0,0,0,"foraging in the ground, not in a tree",4,LS,Unknown,Dunb,Eliana,6/7/07,,AM
,D. mer,yp-s,,1:15:00,0,0,1,0,1,,0,LS,Unknown,Dyp-s,Eliana,6/7/07,,AM
,D. mer,s-yw,,1:24:00,1,1,0,0,0,by a Phleg,0,LS,Unknown,Ds-yw,Chris,6/6/07,,AM
,D. mer,s-yw,,2:26:00,4,0,0,0,0,,2,LS,Unknown,Ds-yw,Chris,6/6/07,,AM
,D. mer,s-yw,,2:04:00,0,0,0,0,0,,0,LS,Unknown,Ds-yw,Chris,6/6/07,,AM
,Rheg,unb,,1:27:00,4,0,0,0,1,,2,,Male,Runb,Judy,5/23/07,,
,Rheg,unb,,2:54:00,3,0,0,0,0,,2,,Male,Runb,Judy,5/23/07,,
,Rheg,yp-s,,1:21:00,5,0,0,1,1,,3,,Female,Ryp-s,Judy,5/23/07,,
,Rheg,unb,,1:00:00,2,0,2,0,0,,1,,Female,Runb,Judy,5/23/07,,
,Rheg,yp-s,,1:50:00,2,0,0,0,0,,2,,Female,Ryp-s,Judy,5/23/07,,
,Rheg,unb,,2:00:00,6,0,0,0,0,const. eating,4,,Male,Runb,Judy,5/22/07,,
,Rheg,unb,,2:29:00,2,0,0,0,0,,1,,Male,Runb,Gayatri,5/25/07,,
,Rheg,unb,,2:52:00,4,0,0,0,0,,4,,Male,Runb,Gayatri,5/25/07,,
,Rheg,unb,,4:11:00,19,0,0,0,0,,8,,Male,Runb,Gayatri,5/23/07,,
,Rheg,unb,,1:57:00,1,0,1,0,0,,0,,Male,Runb,Gayatri,5/23/07,,
,Rheg,unb,,2:06:00,6,0,0,0,0,,2,,Male,Runb,Gayatri,5/23/07,,
,Rheg,unb,,1:25:00,5,0,0,0,0,,1,,Male,Runb,Gayatri,5/23/07,,
,Rheg,unb,,1:45:00,3,0,0,0,0,,2,SKW,Male,Runb,Judy,5/28/07,,AM
,Rheg,unb,,3:30:00,3,0,0,0,0,,1,SKW,Male,Runb,Judy,5/28/07,,AM
,Rheg,unb,,2:13:00,1,0,0,0,0,,0,SKW,Female,Runb,Judy,5/28/07,,AM
,Rheg,yp-s,,6:15:00,9,0,0,0,1,,3,LC,Female,Ryp-s,Judy,5/23/07,,AM
,Rheg,unb,,8:59:00,14,0,0,0,0,,7,LC,Male,Runb,Judy,5/28/07,,AM
,Rheg,unb,,6:15:00,7,0,0,0,1,,2,LC,Male,Runb,Judy,5/28/07,,AM
,Rheg,unb,,2:41:00,1,0,0,0,0,,1,,Female,Runb,Judy,5/28/07,,PM
,Rheg,??,,2:35:00,3,0,0,0,0,,2,,Female,R??,Judy,5/28/07,,PM
,Rheg,unb,,1:07:00,1,0,0,0,0,,1,,Male,Runb,Kathy,5/25/07,,AM
,Rheg,unb,,2:14:00,3,0,0,0,0,,2,,Male,Runb,Kathy,5/25/07,,AM
,Rheg,unb,,1:18:00,1,1,0,0,0,,1,,Male,Runb,Kathy,5/25/07,,AM
,Rheg,unb,,1:20:00,2,0,1,0,0,by a female Rheg,2,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,1:36:00,1,0,10,0,0,by a female Rheg,0,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,3:17:00,1,0,0,0,0,,0,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,2:51:00,6,0,0,0,0,,3,,Female,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,1:28:00,1,0,1,0,0,by a female Rheg,1,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,2:08:00,2,0,0,0,0,,2,,Male,Runb,Labbie,,,AM
,Rheg,unb,,1:25:00,1,0,0,0,0,,1,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,1:36:00,0,0,0,0,0,,0,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,1:15:00,2,0,0,0,0,,1,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,1:30:00,2,0,0,0,0,,2,,Female,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,1:22:00,6,0,0,0,0,,2,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,2:20:00,4,1,0,0,0,,1,,Female,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,1:58:00,5,0,0,0,0,,0,,Female,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,1:40:00,1,0,0,0,0,,1,,Female,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,2:06:00,1,0,0,0,0,,0,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,3:52:00,3,0,0,0,0,,0,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,2:48:00,2,0,0,0,0,,1,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,1:36:00,0,0,0,0,0,,0,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,3:30:00,4,0,0,0,0,,1,,Female,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,2:35:00,5,0,1,0,0,,4,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,2:14:00,5,0,0,0,0,,3,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,1:11:00,1,0,0,0,0,,1,,Male,Runb,Labbie,5/31/07,,AM
,Rheg,unb,,3:32:00,5,0,0,0,0,,5,,Male,Runb,Kathy,6/1/07,,AM
,Rheg,unb,,1:05:00,3,0,1,0,1,,2,,Female,Runb,Kathy,6/1/07,,AM
,Rheg,unb,,2:23:00,4,0,0,0,0,,1,,Male,Runb,Kathy,6/1/07,,AM
,Rheg,unb,,5:02:00,5,0,0,0,0,,0,,Male,Runb,Kathy,6/1/07,,AM
,Rheg,unb,,1:12:00,3,0,0,0,0,,1,,Male,Runb,Kathy,6/1/07,,AM
,Rheg,unb,,1:08:00,1,0,0,0,0,,1,,Male,Runb,Kathy,6/1/07,,AM
,Rheg,unb,,1:44:00,1,0,0,0,0,,1,,Male,Runb,Kathy,6/1/07,,AM
,Rheg,unb,,3:38:00,6,2,0,0,0,by a Phleg and Psophia,4,,Male,Runb,Kathy,6/1/07,,AM
,Rheg,unb,,4:12:00,3,4,0,0,0,by Psophia,0,,Male,Runb,Kathy,6/1/07,,AM
,Rheg,unb,,2:23:00,1,2,0,0,0,by Psophia,1,,Female,Runb,Kathy,6/1/07,,AM
,Rheg,unb,,2:11:00,4,0,0,0,0,,1,,Male,Runb,Kathy,6/1/07,,PM
,Rheg,unb,,1:53:00,3,0,0,0,0,,3,,Male,Runb,Kathy,6/1/07,,PM
,Rheg,unb,,1:05:00,1,0,0,0,0,,1,,Male,Runb,Kathy,6/1/07,,PM
,Rheg,unb,,1:43:00,0,0,0,0,0,,0,,Male,Runb,Kathy,6/1/07,,PM
,Rheg,unb,,2:01:00,1,0,0,0,0,,1,,Male,Runb,Kathy,6/1/07,,PM
,Rheg,unb,,1:33:00,0,0,0,0,0,,0,,Male,Runb,Judy,6/2/07,,AM
,Rheg,unb,,3:57:00,2,0,0,0,0,,2,,Male,Runb,Judy,6/2/07,,AM
,Rheg,unb,,6:00:00,3,0,0,0,0,,1,,Male,Runb,Judy,6/2/07,,AM
,Rheg,yp-s,,2:28:00,1,0,0,0,0,,1,,Female,Ryp-s,Judy,6/2/07,,AM
,Rheg,yp-s,,1:20:00,2,0,0,0,1,male Rheg,0,,Female,Ryp-s,Judy,6/2/07,,AM
,Rheg,yp-s,,2:06:00,1,0,0,0,0,,1,,Female,Ryp-s,Judy,6/2/07,,AM
,Rheg,unb,,1:58:00,1,0,0,0,0,,1,,Male,Runb,Judy,6/2/07,,AM
,Rheg,unb,,2:26:00,2,0,0,0,0,,1,,Female,Runb,Judy,6/2/07,,AM
,Rheg,unb,,1:51:00,3,0,0,0,0,,2,,Male,Runb,Kathy,6/4/07,,AM
,Rheg,unb,,4:05:00,9,0,0,0,1,,5,,Female,Runb,Kathy,6/4/07,,AM
,Rheg,unb,,3:10:00,2,0,0,0,0,,0,,Female,Runb,Kathy,6/4/07,,AM
,Rheg,unb,,2:52:00,4,0,0,0,0,,2,,Female,Runb,Kathy,6/4/07,,AM
,Rheg,unb,,1:35:00,1,0,0,0,0,,1,,Male,Runb,Judy,6/2/07,,AM
,Rheg,unb,,2:34:00,0,0,0,0,0,,0,,Male,Runb,Judy,6/2/07,,AM
,Rheg,unb,,1:24:00,1,0,0,0,0,,1,,Male,Runb,Judy,6/2/07,,AM
,Rheg,yp-s,,3:39:00,1,0,1,0,0,by male,0,,Female,Ryp-s,Judy,6/2/07,,AM
,Rheg,unb,,2:01:00,0,0,0,0,0,,0,,Male,Runb,Judy,6/2/07,,AM
,Rheg,unb,,3:25:00,5,0,0,0,0,,3,,Male,Runb,Judy,6/2/07,,AM
,Rheg,yp-s,,0:56:00,0,0,1,0,0,male,0,,Female,Ryp-s,Judy,6/2/07,,AM
,Rheg,unb,,1:21:00,1,0,0,0,0,,1,,Male,Runb,Judy,6/2/07,,AM
,Rheg,unb,,2:03:00,0,0,0,0,0,,0,,Male,Runb,Judy,6/2/07,,AM
,Rheg,unb,,2:02:00,2,0,0,0,0,,2,,Male,Runb,Judy,6/2/07,,AM
,Rheg,unb,,0:44:00,1,1,0,0,0,by Psophia,1,,Male,Runb,Judy,6/2/07,,AM
,Rheg,yp-s,,1:10:00,1,0,0,0,0,,1,,Female,Ryp-s,Judy,6/2/07,,AM
,Rheg,yp-s,,1:52:00,2,0,0,0,0,,1,,Female,Ryp-s,Judy,6/2/07,,AM
,Rheg,unb,,1:02:00,0,0,0,0,0,,0,,Male,Runb,Judy,6/2/07,,AM
,Rheg,unb,,1:00:00,0,0,0,0,0,,0,,Male,Runb,Judy,6/2/07,,AM
,Rheg,unb,,1:05:00,1,0,0,0,0,,1,,Male,Runb,Judy,6/2/07,,AM
,Rheg,unb,,1:23:00,2,0,0,0,0,,0,,Male,Runb,Kathy,6/4/07,,AM
,Rheg,unb,,1:00:00,0,1,0,0,0,by a Phleg,0,,Male,Runb,Kathy,6/4/07,,AM
,Rheg,unb,,3:22:00,6,0,0,0,0,,4,,Male,Runb,Kathy,6/4/07,,AM
,Rheg,unb,,1:58:00,1,0,0,0,0,,1,,Male,Runb,Kathy,6/4/07,,AM
,Rheg,unb,,1:04:00,3,0,0,0,0,,2,,Male,Runb,Kathy,6/4/07,,AM
,Rheg,unb,,2:30:00,0,1,0,0,0,displaced by phleg,0,,Male,Runb,Kathy,6/4/07,,PM
,Rheg,unb,,3:13:00,5,0,0,0,0,,1,,Female,Runb,Kathy,6/4/07,,PM
,Rheg,unb,,1:13:00,2,0,3,0,0,disp. by female Rheg,1,,Male,Runb,Kathy,6/4/07,,PM
,Rheg,unb,,1:25:00,1,0,0,0,0,,1,,Male,Runb,Kathy,6/4/07,,PM
,Rheg,unb,,1:10:00,2,0,0,0,0,,2,,Male,Runb,Kathy,6/4/07,,PM
,Rheg,unb,,2:11:00,1,0,0,0,0,,1,,Male,Runb,Kathy,6/4/07,,PM
,Rheg,unb,,2:03:00,1,1,0,0,0,displaced by phleg,1,,Male,Runb,Kathy,6/4/07,,PM
,Rheg,unb,,3:55:00,7,0,0,0,0,,6,,Female,Runb,Kathy,6/4/07,,PM
,Rheg,unb,,0:56:00,0,1,0,0,0,displaced by phleg,0,,Female,Runb,Kathy,6/4/07,,PM
,Rheg,unb,,4:50:00,2,1,0,0,0,displaced by phleg,2,,Male,Runb,Chris,6/6/06,,AM
,Rheg,yp-s,,5:11:00,1,0,0,0,0,,1,,Female,Ryp-s,Eliana,6/7/07,,AM
,Rheg,unb,,2:42:00,2,2,0,0,0,displaced by phleg,0,,Female,Runb,Chris,6/6/07,,AM
,Rheg,unb,,1:27:00,2,0,0,0,0,,0,,Male,Runb,Chris,6/6/07,,AM
,Rheg,unb,,3:38:00,9,0,0,0,0,,2,,Male,Runb,Chris,6/6/07,,AM
,Rheg,unb,,1:58:00,0,1,0,0,1,displaced fortis,0,,Male,Runb,Chris,6/6/07,,AM
,Rheg,unb,,2:34:00,3,0,0,0,0,,2,,Male,Runb,Chris,6/6/07,,AM
,Rheg,unb,,2:48:00,1,0,0,0,0,,1,,Male,Runb,Chris,6/6/07,,AM
,Rheg,unb,,1:05:00,0,0,0,10,0,displaced gymno,0,,Male,Runb,Chris,6/6/07,,AM
,Rheg,s-gw,,2:02:00,3,0,0,0,0,,2,,Male,Rs-gw,Kathy,6/9/07,,AM
,Rheg,py-s,,1:21:00,1,0,0,0,0,,0,,Female,Rpy-s,Kathy,6/9/07,,AM
,Rheg,s-gw,,2:08:00,4,0,0,0,0,,2,,Male,Rs-gw,Kathy,6/9/07,,AM
,Rheg,s-gw,,1:35:00,1,0,0,0,0,,1,,Male,Rs-gw,Kathy,6/9/07,,AM
,Rheg,s-gw,,1:13:00,1,1,0,0,0,displaced by phleg,0,,Male,Rs-gw,Kathy,6/9/07,,AM
,Rheg,s-gp,,2:17:00,2,0,0,0,0,,0,,Male,Rs-gp,Kathy,6/9/07,,AM
,G. sal,unb,,1:10:00,4,0,0,0,0,,3,,Female,Gunb,Judy,5/22/07,,AM
,G. sal,unb,,1:47:00,1,0,0,0,0,,1,,Male,Gunb,Nelly,5/22/07,,AM
,G. sal,unb,,2:37:00,3,0,1,0,0,,2,,Male,Gunb,Judy,5/23/07,,AM
,G. sal,unb,,1:04:00,2,0,0,0,0,,2,,Female,Gunb,Judy,5/23/07,,AM
,G. sal,unb,,1:32:00,3,0,0,0,1,,0,,Male,Gunb,Judy,5/23/07,,AM
,G. sal,unb,,2:48:00,3,0,1,0,0,,1,,Female,Gunb,Judy,5/23/07,,AM
,G. sal,unb,,2:37:00,1,0,0,0,0,,1,,Female,Gunb,Judy,5/22/07,,AM
,G. sal,unb,,1:30:00,1,0,0,0,0,,1,,Male,Gunb,Judy,5/22/07,,AM
,G. sal,unb,,3:58:00,1,0,0,0,0,,1,,Male,Gunb,Judy,5/22/07,,AM
,G. sal,unb,,1:00:00,0,1,0,0,0,displaced by rheg,0,,Female,Gunb,Judy,5/22/07,,AM
,G. sal,unb,,1:10:00,1,0,0,0,0,,1,,Male,Gunb,Labbie,5/24/07,,AM
,G. sal,unb,,1:59:00,2,0,0,0,0,,2,,Female,Gunb,Kathy,5/24/07,,AM
,M. fort,unb,,0:44:00,1,0,0,0,0,,1,,Male,Munb,Kathy,6/11/07,,AM
,M. fort,unb,,0:53:00,1,0,0,0,0,,1,LS,Male,Munb,Kathy,6/11/07,,AM
,M. fort,unb,,2:33:00,2,0,0,0,0,,2,LS,Male,Munb,Kathy,6/11/07,,AM
,M. fort,unb,,1:52:00,0,0,0,0,0,,0,LS,Male,Munb,Kathy,6/11/07,,AM
,M. fort,unb,,1:00:00,0,0,0,0,0,,0,LS,Male,Munb,Kathy,6/11/07,,AM
,M. fort,unb,,0:00:01,0,0,0,0,0,,0,LS,Male,Munb,Kathy,,,AM
,M. fort,unb,,1:34:00,1,0,0,0,0,,1,LS,Male,Munb,Kathy,6/11/07,,AM
,M. fort,unb,,1:00:00,2,0,0,0,0,,1,AS,Female,Munb,Kathy,6/11/07,,AM
,M. fort,unb,,1:00:00,2,0,0,0,0,,1,AS,Male,Munb,Kathy,6/11/07,,AM
,M. fort,unb,,1:32:00,0,1,0,0,0,Rheg s-gw,0,AS,Male,Munb,Kathy,6/11/07,,AM
,M. fort,unb,,1:00:00,1,0,0,0,0,,1,AS,Female,Munb,Kathy,6/11/07,,AM
,M. fort,unb,,1:02:00,1,0,0,0,,,1,AS,Female,Munb,Kathy,6/11/07,,AM
,M. fort,unb,,1:51:00,0,0,0,0,0,,0,AS,Female,Munb,Kathy,6/11/07,,AM
,M. fort,unb,,0:58:00,1,0,0,0,0,,1,AS,Female,Munb,Kathy,6/11/07,,AM
,M. fort,unb,,1:36:00,1,0,0,0,0,,1,AS,Male,Munb,Kathy,6/11/07,,AM
,D. mer,s-yw,,1:26:00,1,1,0,0,0,Phleg,o,SKW,Female,Ds-yw,Kathy,6/9/07,,AM
,D. mer,s-pb,,2:20:00,1,0,0,1,0,D.ful,1,SKW,Unknown,Ds-pb,Kathy,6/9/07,,AM
,D. mer,unb,,1:09:00,2,0,0,0,0,,2,LS,Unknown,Dunb,Eliana,6/9/07,,AM
,D. mer,rs-b,,2:20:00,0,0,1,0,0,,0,,Unknown,Drs-b,Eliana,6/9/07,,AM
,D. mer,rs-b,,1:45:00,0,0,0,0,0,,0,,Unknown,Drs-b,Eliana,6/9/07,,AM
,D. mer,s-pb,,4:12:00,2,0,0,0,0,,0,,Unknown,Ds-pb,Kathy,6/11/07,,AM
,D. mer,s-pb,,2:50:00,2,0,0,0,0,,2,,Unknown,Ds-pb,Kathy,6/11/07,,
,D. mer,s-pb,,1:37:00,0,1,0,1,0,other woodcreeper,0,,Unknown,Ds-pb,Kathy,6/11/07,,AM
,D. mer,ps-b,,1:18:00,0,0,0,0,0,,o,,Unknown,Dps-b,Kathy,6/11/07,,AM
,D. mer,ps-b,,1:54:00,1,0,0,0,0,,1,,Unknown,Dps-b,Kathy,6/11/07,,AM
,D. mer,s-yw,,1:12:00,0,0,0,0,0,,0,,Unknown,Ds-yw,Kathy,6/11/07,,AM
,D. mer,s-pb,,1:47:00,1,0,0,0,0,,1,,Unknown,Ds-pb,Kathy,6/11/07,,AM
,D. mer,rr-s,,4:15:00,3,0,0,1,1,rheg s-gp,1,,Unknown,Drr-s,Chris,6/11/07,,AM
,D. mer,rr-s,,1:34:00,0,0,0,0,0,,0,,Unknown,Drr-s,Chris,6/11/07,,AM
,D. mer,os-p,,3:10:00,3,0,0,0,1,,2,,Unknown,Dos-p,Chris,6/11/07,,AM
,D. mer,s-yw,,1:28:00,0,0,0,0,0,,0,,Unknown,Ds-yw,Chris,6/11/07,,AM
,D. mer,rr-s,,2:17:00,0,0,0,0,0,,0,,Unknown,Drr-s,Chris,6/11/07,,AM
,D. mer,unb,,3:13:00,5,0,0,0,0,,3,,Unknown,Dunb,Eliana,6/11/07,,AM
,D. mer,rs-b,,1:42:00,1,0,0,0,1,,1,,Unknown,Drs-b,Eliana,6/11/07,,AM
,D. mer,rs-b,,1:51:00,4,0,1,0,0,,3,,Unknown,Drs-b,Eliana,6/11/07,,AM
,D. mer,unb,,3:49:00,2,0,0,0,0,,1,,Unknown,Dunb,Eliana,6/11/07,,AM
,D. mer,unb,,5:20:00,4,0,0,0,0,,1,,Unknown,Dunb,Eliana,6/11/07,,AM
,D. mer,unb,,2:06:00,2,0,0,0,0,,2,,Unknown,Dunb,Eliana,6/11/07,,AM
,D. mer,rs-b,,4:05:00,0,0,1,0,0,,0,,Unknown,Drs-b,Eliana,6/11/07,,AM
,D. mer,rs-b,,4:05:00,2,0,1,0,0,,0,,Unknown,Drs-b,Eliana,6/11/07,,AM
,D. mer,rs-b,,4:02:00,2,0,0,0,1,,2,,Unknown,Drs-b,Eliana,6/11/07,,AM
,D. mer,unb,,3:46:00,1,0,0,0,0,,0,,Unknown,Dunb,Eliana,6/11/07,,AM
,D. mer,unb,,1:54:00,2,0,0,0,0,,2,,Unknown,Dunb,Eliana,6/11/07,,AM
,D. mer,unb,,1:45:00,4,0,0,0,0,,1,,Unknown,Dunb,Eliana,6/11/07,,AM
,D. mer,rs-b,,2:56:00,0,0,0,0,0,,0,,Unknown,Drs-b,Eliana,6/11/07,,AM
,D. mer,rs-b,,4:00:00,3,0,1,0,1,,2,,Unknown,Drs-b,Eliana,6/11/07,,AM
,D. mer,rs-b,,2:23:00,4,0,0,0,2,,0,,Unknown,Drs-b,Eliana,6/11/07,,AM
,D. mer,unb,,1:54:00,1,0,0,0,1,,0,,Unknown,Dunb,Eliana,6/11/07,,AM
,D. mer,unb,,2:24:00,2,0,0,0,0,,1,,Unknown,Dunb,Eliana,6/11/07,,AM
,D. mer,?,,1:46:00,1,0,0,0,0,,0,,Unknown,D?,Kathy,6/11/07,,AM
,D. mer,s-pb,,1:03:00,0,0,0,0,0,,0,,Unknown,Ds-pb,Kathy,6/11/07,,AM
,Rheg,unb,,1:05:00,1,0,0,0,0,,1,,Male,Runb,Eliana,6/9/07,,AM
,Rheg,unb,,1:04:00,1,0,0,0,0,,1,,Female,Runb,Eliana,6/9/07,,AM
,Rheg,unb,,1:04:00,0,0,0,0,0,,0,,Female,Runb,Eliana,6/9/07,,AM
,Rheg,s-?w,,2:29:00,2,0,0,0,0,,2,,Male,Rs-?w,Kathy,6/11/07,,AM
,Rheg,s-pp,,2:12:00,0,0,0,0,0,,0,,Female,Rs-pp,Kathy,6/11/07,,AM
,Rheg,s-gw,,1:41:00,1,0,0,0,0,,1,,Male,Rs-gw,Kathy,6/11/07,,AM
,Rheg,s-gw,,2:37:00,1,1,0,0,0,by fortis male,1,,Male,Rs-gw,Kathy,6/11/07,,AM
,Rheg,s-gw,,1:10:00,3,0,0,0,0,,3,,Male,Rs-gw,Kathy,6/11/07,,AM
,Rheg,s-gw,,1:07:00,0,1,0,0,0,by plheg,0,,Male,Rs-gw,Kathy,6/11/07,,AM
,Rheg,s-gw,,1:03:00,1,0,1,0,0,by s-pp,1,,Male,Rs-gw,Kathy,6/11/07,,AM
,Rheg,s-pp,,1:00:00,1,0,0,0,0,,1,,Female,Rs-pp,Kathy,6/11/07,,AM
,Rheg,s-pp,,0:56:00,1,0,0,0,0,,0,,Female,Rs-pp,Kathy,6/11/07,,AM
,Rheg,s-gw,,2:46:00,4,0,0,0,0,,3,,Male,Rs-gw,Kathy,6/11/07,,AM
,Rheg,s-gp,,1:27:00,3,0,0,0,0,,1,,Male,Rs-gp,Chris,6/11/07,,AM
,Rheg,s-gp,,1:46:00,1,0,0,0,0,,0,,Male,Rs-gp,Chris,6/11/07,,AM
,Rheg,py-s,,1:27:00,4,0,0,0,0,,1,,Female,Rpy-s,Chris,6/11/07,,AM
,Rheg,py-s,,1:04:00,1,0,0,0,0,,0,,Female,Rpy-s,Chris,6/11/07,,AM
,Rheg,s-gw,,1:17:00,1,0,0,,0,,1,,Male,Rs-gw,Kathy,6/9/07,,AM
,Rheg,s-gw,,3:27:00,9,0,0,0,0,,3,,Male,Rs-gw,Kathy,6/11/07,,AM
,Rheg,s-gw,,1:17:00,3,0,0,0,0,,1,,Male,Rs-gw,Kathy,6/11/07,,AM
,Rheg,s-gw,,1:26:00,2,0,0,0,0,,0,,Male,Rs-gw,Kathy,6/11/07,,AM
,Rheg,s-gw,,1:05:00,2,0,0,0,0,,1,,Male,Rs-gw,Kathy,6/11/07,,AM
,Rheg,pp-s,,1:09:00,1,0,0,0,0,,1,,Female,Rpp-s,Kathy,6/11/07,,AM
,Rheg,s-gw,,1:15:00,0,1,2,0,0,(rheg pp-s)  fortis male,0,,Male,Rs-gw,Kathy,6/11/07,,AM
,Rheg,s-gw,,1:00:00,1,0,0,0,0,,1,,Male,Rs-gw,Kathy,6/11/07,,AM
,Rheg,pp-s,,1:15:00,0,0,0,0,0,,0,,Female,Rpp-s,Kathy,6/11/07,,AM
,Rheg,pp-s,,1:46:00,1,0,0,1,0,by phleg,1,,Female,Rpp-s,Kathy,6/11/07,,AM
,Rheg,pp-s,,2:41:00,2,0,0,0,0,,1,,Female,Rpp-s,Kathy,6/11/07,,AM
,G. sal,s-yp,,1:15:00,3,0,0,0,0,,1,,Male,Gs-yp,Kathy,5/24/07,,AM
,G. sal,unb,,1:44:00,4,0,0,0,0,,3,,Female,Gunb,Kathy,5/24/07,,AM
,G. sal,unb,,1:22:00,0,0,0,0,0,,0,,Male,Gunb,Kathy,5/24/07,,AM
,G. sal,unb,,2:49:00,3,0,0,0,0,,1,,Female,Gunb,Kathy,5/24/07,,AM
,G. sal,unb,,2:45:00,1,0,0,0,0,,0,,Male,Gunb,Kathy,5/24/07,,AM
,G. sal,unb,,2:35:00,3,0,0,0,0,,2,,Male,Gunb,Judy,5/28/07,,PM
,G. sal,unb,,2:13:00,1,0,0,0,0,,1,,Male,Gunb,Judy,5/28/07,,PM
,G. sal,unb,,1:00:00,1,0,0,0,0,,1,,Female,Gunb,Judy,5/28/07,,PM
,G. sal,unb,,2:19:00,3,0,0,0,0,,1,,Male,Gunb,Nelly,5/29/07,,AM
,G. sal,unb,,4:30:00,2,0,0,0,0,,0,,Male,Gunb,Nelly,5/29/07,,AM
,G. sal,s-yp,,1:16:00,1,0,0,0,0,,0,,Male,Gs-yp,Kathy,6/4/07,,AM
,G. sal,s-yp,,4:35:00,0,1,0,0,1,,0,,Male,Gs-yp,Kathy,6/4/07,,AM
,G. sal,unb,,1:18:00,0,0,0,0,0,,0,,Female,Gunb,Judy,6/2/07,,AM
,G. sal,unb,,1:16:00,1,0,0,0,0,,0,,Female,Gunb,Kathy,6/4/07,,AM
,G. sal,s-yp,,1:12:00,1,0,0,0,0,,1,,Male,Gs-yp,Kathy,6/4/07,,AM
,G. sal,unb,,2:03:00,0,0,0,0,0,,0,,Female,Gunb,Nelly,6/6/07,,AM
,G. sal,unb,,1:30:00,1,0,0,0,0,,1,,Female,Gunb,Nelly,6/6/07,,AM
,G. sal,unb,,1:18:00,1,1,0,0,0,by psophia,1,,Female,Gunb,Chris,6/6/07,,AM
,G. sal,unb,,1:16:00,0,0,0,0,0,,0,,Female,Gunb,Eliana,6/7/07,,AM
,G. sal,unb,,1:04:00,1,1,0,0,0,by rheg male,1,,Female,Gunb,Eliana,6/7/07,,AM
,G. sal,unb,,1:45:00,2,1,0,0,0,by rheg,1,,Female,Gunb,Eliana,6/7/07,,AM
,G. sal,unb,,1:46:00,2,0,0,0,0,,1,,Female,Gunb,Eliana,6/7/07,,AM
,G. sal,unb,,1:20:00,2,0,0,0,0,,1,,Male,Gunb,Eliana,6/7/07,,AM
,G. sal,unb,,0:43:00,0,0,0,0,0,,0,,Male,Gunb,Eliana,6/7/07,,AM
,G. sal,unb,,3:02:00,3,0,0,0,0,,3,,Male,Gunb,Eliana,6/7/07,,AM
,G. sal,unb,,1:05:00,0,0,0,0,0,,0,,Female,Gunb,Eliana,6/9/07,,AM
,G. sal,unb,,1:35:00,3,0,0,0,0,,2,,Male,Gunb,Eliana,6/9/07,,AM
,G. sal,unb,,2:07:00,1,0,0,0,0,,1,,Male,Gunb,Eliana,6/9/07,,AM
,G. sal,s-yp,,1:14:00,1,1,0,0,0,by phleg,1,,Male,Gs-yp,Kathy,6/11/07,,AM
