,obsid,species,duration,duration_seconds,attempts,Rinter,Rintra,Iinter,Iintra,Successes,Ind_Rinter,Ind_Rintra,Ind_Iinter,Ind_Iintra,Ind_Successes
755,070601KathyAM,Phleg,1:05:00,3900,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
756,070601KathyAM,Phleg,1:54:00,6840,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
757,070601KathyAM,Phleg,1:42:00,6120,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
758,070601KathyAM,Phleg,2:12:00,7920,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
759,070604KathyAM,Phleg,2:06:00,7560,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
760,070604KathyAM,Phleg,3:02:00,3,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
761,070604KathyAM,Phleg,1:52:00,2,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
762,070604KathyAM,Phleg,1:47:00,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
763,070604KathyAM,Phleg,1:02:00,1,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
764,070604KathyAM,Phleg,2:39:00,2,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
765,070604KathyAM,Phleg,1:15:00,1,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
766,070604KathyAM,Phleg,1:25:00,1,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
767,070604KathyAM,Phleg,2:40:00,2,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
768,070604KathyAM,Phleg,1:45:00,1,2,0,0,1,0,2,FALSE,FALSE,TRUE,FALSE,TRUE
769,070604KathyAM,Phleg,3:51:00,4,10,0,1,0,1,6,FALSE,TRUE,FALSE,TRUE,TRUE
770,070604KathyAM,Phleg,2:47:00,2,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
771,070604KathyAM,Phleg,2:32:00,2,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
772,070604KathyAM,Phleg,1:03:00,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
773,070604KathyAM,Phleg,1:01:00,1,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
774,070604KathyAM,Phleg,1:36:00,1,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
775,070604KathyAM,Phleg,1:07:00,1,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE,TRUE
776,070604KathyAM,Phleg,1:10:00,1,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
777,070604KathyAM,Phleg,1:35:00,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
778,070604KathyAM,Phleg,2:04:00,2,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
779,070604KathyAM,Phleg,4:02:00,4,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
780,070604KathyAM,Phleg,1:50:00,6600,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
781,070604KathyAM,Phleg,1:33:00,5580,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
782,070604KathyAM,Phleg,1:00:00,3600,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
783,070604KathyAM,Phleg,1:11:00,4260,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
784,070604KathyAM,Phleg,1:02:00,3720,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
785,070604KathyAM,Phleg,1:00:00,3600,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
786,070604KathyAM,Phleg,1:20:00,4800,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
787,070604KathyAM,Phleg,1:19:00,4740,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
788,070604KathyAM,Phleg,1:22:00,4920,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
789,070604KathyAM,Phleg,1:20:00,4800,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
790,070604KathyAM,Phleg,1:32:00,5520,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
791,070604KathyAM,Phleg,1:35:00,5700,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
792,070604KathyAM,Phleg,4:35:00,16500,6,0,0,0,1,3,FALSE,FALSE,FALSE,TRUE,TRUE
793,070604KathyAM,Phleg,4:40:00,16800,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
794,070604KathyAM,Phleg,3:23:00,12180,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
795,070604KathyAM,Phleg,1:36:00,5760,1,0,2,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
796,070604KathyAM,Phleg,1:38:00,5880,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
797,070604KathyPM,Phleg,1:21:00,4860,3,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
798,070604KathyPM,Phleg,1:30:00,5400,3,0,1,1,0,1,FALSE,TRUE,TRUE,FALSE,TRUE
799,070604KathyPM,Phleg,1:09:00,4140,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
800,070604KathyPM,Phleg,3:21:00,12060,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
801,070604KathyPM,Phleg,2:03:00,7380,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
802,070604KathyPM,Phleg,1:06:00,3960,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
803,070604KathyPM,Phleg,2:00:00,7200,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
804,070604KathyPM,Phleg,1:06:00,3960,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE
805,070606NellyAM,Phleg,1:03:00,3780,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
806,070606NellyAM,Phleg,0:52:00,3120,4,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
807,070606NellyAM,Phleg,1:41:00,6060,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
808,070606ChrisAM,Phleg,1:55:00,6900,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
809,070606ChrisAM,Phleg,1:15:00,4500,2,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
810,070606ChrisAM,Phleg,1:49:00,6540,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
811,070606ChrisAM,Phleg,2:25:00,8700,3,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE
812,070606ChrisAM,Phleg,2:32:00,9120,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
813,070606ChrisAM,Phleg,4:01:00,14460,3,0,0,0,1,3,FALSE,FALSE,FALSE,TRUE,TRUE
814,070606ChrisAM,Phleg,1:42:00,6120,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
815,070606ChrisAM,Phleg,1:04:00,3840,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
816,070606ChrisAM,Phleg,1:06:00,3960,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
817,070606ChrisAM,Phleg,1:28:00,5280,1,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
818,070606ChrisAM,Phleg,2:11:00,7860,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
819,070606ChrisAM,Phleg,1:17:00,4620,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
820,070606ChrisAM,Phleg,1:05:00,3900,0,0,1,2,0,0,FALSE,TRUE,TRUE,FALSE,FALSE
821,070606ChrisAM,Phleg,2:06:00,7560,4,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
822,070606ChrisAM,Phleg,2:22:00,8520,3,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
823,070606ChrisAM,Phleg,2:01:00,7260,4,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
824,070606ChrisAM,Phleg,3:10:00,11400,3,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
825,070606ChrisAM,Phleg,3:55:00,14100,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE,TRUE
826,070606ChrisAM,Phleg,2:25:00,8700,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
827,070606ChrisAM,Phleg,1:02:00,3720,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
828,070606ChrisAM,Phleg,2:15:00,8100,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
829,070606ChrisAM,Phleg,2:28:00,8880,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
830,070609KathyAM,Phleg,1:36:00,5760,2,0,0,1,0,2,FALSE,FALSE,TRUE,FALSE,TRUE
831,070609KathyAM,Phleg,1:16:00,4560,0,0,0,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
832,070609KathyAM,Phleg,1:49:00,6540,1,0,0,3,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
833,070609KathyAM,Phleg,1:16:00,4560,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
834,070609KathyAM,Phleg,2:37:00,9420,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE
835,070611KathyAM,Phleg,2:00:00,7200,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
836,070611KathyAM,Phleg,1:05:00,3900,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
837,070611KathyAM,Phleg,4:14:00,15240,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
838,070611KathyAM,Phleg,1:25:00,5100,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
839,070611KathyAM,Phleg,2:07:00,7620,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
840,070611KathyAM,Phleg,2:41:00,9660,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
841,070611KathyAM,Phleg,1:16:00,4560,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
842,070611ChrisAM,Phleg,1:50:00,6600,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
843,070609KathyAM,Phleg,1:07:00,4020,1,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
844,070609KathyAM,Phleg,2:26:00,8760,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
845,070611KathyAM,Phleg,1:44:00,6240,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
846,070611KathyAM,Phleg,2:45:00,9900,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
847,070611KathyAM,Phleg,1:11:00,4260,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
848,070611KathyAM,Phleg,1:14:00,4440,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
849,070611KathyAM,Phleg,4:11:00,15060,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
850,070611KathyAM,Phleg,2:49:00,10140,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
851,070611KathyAM,Phleg,1:19:00,4740,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
852,070611KathyAM,Phleg,2:43:00,9780,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
853,070611KathyAM,Phleg,2:35:00,9300,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
854,070611KathyAM,Phleg,2:35:00,9300,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
855,070612ChrisAM,D. mer,1:28:00,5280,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
856,070612ChrisAM,D. mer,1:24:00,5040,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
857,070612ChrisAM,D. mer,2:00:00,7200,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
858,070612ChrisAM,D. mer,1:57:00,7020,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
859,070612ChrisAM,D. mer,2:08:00,7680,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
860,070612ChrisAM,D. mer,0:52:00,3120,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
861,070612KathyAM,D. mer,4:02:00,14520,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
862,070613SharonPM,D. mer,4:05:00,14700,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
863,070609ElianaAM,Rheg,2:10:00,7800,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
864,070609ElianaAM,Rheg,2:26:00,8760,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
865,070609ElianaAM,Rheg,3:40:00,13200,3,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE
866,070609ElianaAM,Rheg,1:36:00,5760,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
867,070609ElianaAM,Rheg,2:14:00,8040,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
868,070612ChrisAM,Rheg,1:31:00,5460,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
869,070612ChrisAM,Rheg,2:00:00,7200,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
870,070612ChrisAM,Rheg,0:51:00,3060,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
871,070613SharonPM,Rheg,1:32:00,5520,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
872,070613SharonPM,Rheg,1:42:00,6120,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
873,070613SharonPM,Rheg,2:20:00,8400,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
874,070613SharonPM,Rheg,0:51:00,3060,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
875,070613SharonAM,Rheg,0:39:00,2340,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
876,070612ChrisAM,G. sal,2:08:00,7680,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
877,070612KathyAM,G. sal,1:59:00,7140,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
878,070614RaniAM,M. fort,0:00:01,1,0,1,0,1,0,0,TRUE,FALSE,TRUE,FALSE,FALSE
879,070614RaniAM,M. fort,0:00:04,4,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
880,070614RaniAM,M. fort,0:00:03,3,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
881,070614RaniAM,M. fort,0:00:02,2,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
882,070614RaniAM,M. fort,0:00:02,2,2,0,0,1,0,2,FALSE,FALSE,TRUE,FALSE,TRUE
883,070614RaniAM,M. fort,0:00:00,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
884,070615RaniAM,M. fort,0:00:01,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
885,070615RaniAM,M. fort,0:00:00,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
886,070614RaniAM,Rheg,0:00:02,2,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
887,070614RaniAM,Rheg,0:00:03,3,5,1,0,2,0,4,TRUE,FALSE,TRUE,FALSE,TRUE
888,070614RaniAM,Rheg,0:00:01,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
889,070614RaniAM,Rheg,0:00:01,1,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
890,070614RaniAM,Rheg,0:00:01,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
891,070614RaniAM,Rheg,0:00:01,1,0,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE,FALSE
892,070614RaniAM,Rheg,0:00:01,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
893,070614RaniAM,Rheg,0:00:01,1,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE
894,070614RaniAM,Rheg,0:00:01,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
895,070614RaniAM,Rheg,0:00:01,1,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
896,070614RaniAM,Rheg,0:00:02,2,5,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
897,070614RaniAM,Rheg,0:00:01,1,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE
898,070614RaniAM,Rheg,0:00:01,1,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
899,070614RaniAM,Rheg,0:00:02,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
900,070615RaniAM,Rheg,0:00:01,1,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
901,070615RaniAM,Rheg,0:00:00,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
902,070615RaniAM,Rheg,0:00:02,2,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
903,070615RaniAM,Rheg,0:00:01,1,2,2,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
904,070615RaniAM,Rheg,0:00:01,1,2,2,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
905,070615RaniAM,Rheg,0:00:01,1,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
906,070615RaniAM,Rheg,0:00:01,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
907,070615RaniAM,Rheg,0:00:01,1,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
908,070615RaniAM,Rheg,0:00:03,3,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
909,070615RaniAM,Rheg,0:00:01,1,3,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
910,070615RaniAM,Rheg,0:00:01,1,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
911,070615RaniAM,Rheg,0:00:01,1,2,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
912,070615RaniAM,Rheg,0:00:01,1,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
913,070615RaniAM,Rheg,0:00:01,1,2,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
914,070615RaniAM,Rheg,0:00:01,1,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
915,070615RaniAM,Rheg,0:00:02,2,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
916,070614RaniAM,G. sal,0:00:01,1,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
917,070614RaniAM,G. sal,0:00:01,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
918,070614RaniAM,G. sal,0:00:03,3,6,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
919,070614RaniAM,G. sal,0:00:02,2,0,1,1,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE
920,070614RaniAM,G. sal,0:00:03,3,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
921,070614RaniAM,G. sal,0:00:01,1,1,3,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
922,070614RaniAM,G. sal,0:00:04,4,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
923,070614RaniAM,G. sal,0:00:02,2,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE
924,070614RaniAM,G. sal,0:00:01,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
925,070614RaniAM,G. sal,0:00:02,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
926,070614RaniAM,G. sal,0:00:01,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
927,070614RaniAM,G. sal,0:00:01,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
928,070615RaniAM,G. sal,0:00:01,1,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
929,070615RaniPM,M. fort,0:00:01,1,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
930,070615RaniPM,M. fort,0:00:02,2,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
931,070615RaniPM,M. fort,0:00:02,2,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
932,070616ChrisPM,M. fort,0:00:02,2,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
933,070616ChrisPM,M. fort,0:00:04,4,3,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
934,070618ChrisPM,M. fort,0:00:03,3,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
935,070619NellyAM,M. fort,0:00:02,2,3,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
936,070619NellyAM,M. fort,0:00:02,2,5,0,0,1,0,4,FALSE,FALSE,TRUE,FALSE,TRUE
937,070619NellyAM,M. fort,0:00:01,1,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
938,070619NellyAM,M. fort,0:00:01,1,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
939,070619ChrisAM,M. fort,0:00:00,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
940,070619ChrisAM,M. fort,0:00:01,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
941,070619ChrisAM,M. fort,0:00:01,1,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
942,070619ChrisAM,M. fort,0:00:00,0,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
943,070619ChrisAM,M. fort,0:00:01,1,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
944,070615RaniPM,D. mer,0:00:01,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
945,070615RaniPM,D. mer,0:00:01,1,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
946,070615RaniPM,D. mer,0:00:03,3,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
947,070615RaniPM,D. mer,0:00:01,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
948,070615RaniPM,D. mer,0:00:01,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
949,070615RaniPM,D. mer,0:00:01,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
950,070615RaniPM,D. mer,0:00:01,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
951,070615RaniPM,D. mer,0:00:05,5,3,1,0,0,0,3,TRUE,FALSE,FALSE,FALSE,TRUE
952,070615RaniPM,D. mer,0:00:01,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
953,070615RaniPM,D. mer,0:00:04,4,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
954,070615RaniPM,D. mer,0:00:03,3,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
955,070615RaniPM,D. mer,0:00:04,4,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
956,070616RaniAM,D. mer,0:00:02,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
957,070616RaniAM,D. mer,0:00:01,1,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
958,070616RaniAM,D. mer,0:00:01,1,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
959,070616RaniAM,D. mer,0:00:00,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
960,070616RaniAM,D. mer,0:00:02,2,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
961,070616ChrisAM,D. mer,0:00:01,1,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
962,070616ChrisAM,D. mer,0:00:01,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
963,070616ChrisAM,D. mer,0:00:01,1,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
964,070616ChrisAM,D. mer,0:00:01,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
965,070618KathyAM,D. mer,0:00:04,4,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
966,070619NellyAM,D. mer,0:00:02,2,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
967,070619NellyAM,D. mer,0:00:01,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
968,070619NellyAM,D. mer,0:00:01,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
969,070619Norma-JeanAM,D. mer,0:00:01,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
970,070619Norma-JeanAM,D. mer,0:00:01,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
971,070619Norma-JeanAM,D. mer,1:08:00,4080,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
972,070620ChrisAM,M. fort,1:11:00,4260,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
973,070620ChrisAM,M. fort,3:06:00,11160,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
974,070620ChrisAM,M. fort,2:21:00,8460,5,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
975,070620ChrisAM,M. fort,3:45:00,13500,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
976,070620ChrisAM,M. fort,1:11:00,4260,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
977,070619KathyAM,D. mer,1:10:00,4200,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
978,070619KathyAM,D. mer,2:57:00,10620,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
979,070619ChrisAM,D. mer,2:00:00,7200,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
980,070619ChrisAM,D. mer,2:00:00,7200,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
981,070619ChrisAM,D. mer,0:34:00,2040,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
982,070619ChrisAM,D. mer,1:24:00,5040,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
