"","X","obsid","species","duration","duration_minutes","duration_seconds","attempts","Rinter","Rintra","Iinter","Iintra","Successes","Ind_Rinter","Ind_Rintra","Ind_Iinter","Ind_Iintra","Ind_Successes"
"1096",1097,"070614RaniAM","Phleg","2:59:00",2.98333333333333,179,2,0,2,1,0,2,FALSE,TRUE,TRUE,FALSE,TRUE
"1097",1098,"070614RaniAM","Phleg","1:53:00",1.88333333333333,113,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1098",1099,"070614RaniAM","Phleg","1:00:00",1,60,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1099",1100,"070614RaniAM","Phleg","0:48:00",0.8,48,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"1100",1101,"070615RaniAM","Phleg","0:51:00",0.85,51,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1101",1102,"070614RaniAM","Phleg","1:08:00",1.13333333333333,68,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1102",1103,"070615RaniAM","Phleg","0:46:00",0.766666666666667,46,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1103",1104,"070615RaniAM","Phleg","1:15:00",1.25,75,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1104",1105,"070615RaniAM","Phleg","2:34:00",2.56666666666667,154,7,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
"1105",1106,"070615RaniAM","Phleg","2:26:00",2.43333333333333,146,3,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
"1106",1107,"070615RaniAM","Phleg","1:11:00",1.18333333333333,71,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1107",1108,"070615RaniAM","Phleg","0:36:00",0.6,36,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1108",1109,"070615RaniAM","Phleg","1:05:00",1.08333333333333,65,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"1109",1110,"070615RaniAM","Phleg","1:08:00",1.13333333333333,68,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1110",1111,"070615RaniAM","Phleg","2:41:00",2.68333333333333,161,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
"1111",1112,"070616RaniAM","Phleg","1:29:00",1.48333333333333,89,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1112",1113,"070616RaniAM","Phleg","1:04:00",1.06666666666667,64,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1113",1114,"070616RaniAM","Phleg","1:39:00",1.65,99,6,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1114",1115,"070616RaniAM","Phleg","1:01:00",1.01666666666667,61,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1115",1116,"070616RaniAM","Phleg","1:58:00",1.96666666666667,118,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1116",1117,"070616RaniAM","Phleg","0:48:00",0.8,48,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1117",1118,"070616RaniAM","Phleg","0:54:00",0.9,54,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1118",1119,"070616RaniAM","Phleg","1:23:00",1.38333333333333,83,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1119",1120,"070616RaniAM","Phleg","0:52:00",0.866666666666667,52,2,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
"1120",1121,"070616RaniAM","Phleg","2:31:00",2.51666666666667,151,6,0,1,0,0,3,FALSE,TRUE,FALSE,FALSE,TRUE
"1121",1122,"070619Norma-JeanAM","Phleg","1:09:00",1.15,69,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1122",1123,"070620ChrisAM","Phleg","1:25:00",1.41666666666667,85,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1123",1124,"070620ChrisAM","Phleg","2:29:00",2.48333333333333,149,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1124",1125,"070620ChrisAM","Phleg","1:28:00",1.46666666666667,88,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1125",1126,"070620ChrisAM","Phleg","1:43:00",1.71666666666667,103,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1126",1127,"070621KathyAM","Phleg","1:12:00",1.2,72,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1127",1128,"070621RaniAM","Phleg","1:47:00",1.78333333333333,107,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1128",1129,"070622ChrisPM","Phleg","1:33:00",1.55,93,2,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1129",1130,"070622ChrisPM","Phleg","1:25:00",1.41666666666667,85,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1130",1131,"070622ChrisPM","Phleg","1:27:00",1.45,87,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1131",1132,"070622ChrisPM","Phleg","1:08:00",1.13333333333333,68,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1132",1133,"070622ChrisPM","Phleg","1:13:00",1.21666666666667,73,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1133",1134,"070622ChrisPM","Phleg","1:02:00",1.03333333333333,62,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1134",1135,"070622ChrisPM","Phleg","1:37:00",1.61666666666667,97,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1135",1136,"070622ChrisPM","Phleg","4:45:00",4.75,285,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1136",1137,"080701Celina","Phleg","2:04:00",2.06666666666667,124,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1137",1138,"080701Celina","Phleg","2:13:00",2.21666666666667,133,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1138",1139,"080704Celina","Phleg","1:07:00",1.11666666666667,67,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1139",1140,"080704Celina","Phleg","2:40:00",2.66666666666667,160,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1140",1141,"080704Celina","Phleg","1:13:00",1.21666666666667,73,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE
"1141",1142,"080704Celina","Phleg","1:02:00",1.03333333333333,62,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1142",1143,"080704Celina","Phleg","4:44:00",4.73333333333333,284,5,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,TRUE
"1143",1144,"080704Celina","Phleg","1:14:00",1.23333333333333,74,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"1144",1145,"080702Celina","Phleg","1:47:00",1.78333333333333,107,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"1145",1146,"080704Negra","Phleg","2:29:00",2.48333333333333,149,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1146",1147,"080704Negra","Phleg","1:01:00",1.01666666666667,61,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1147",1148,"080705Celina","Phleg","2:05:00",2.08333333333333,125,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"1148",1149,"080705Celina","Phleg","1:45:00",1.75,105,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1149",1150,"080705Celina","Phleg","1:06:00",1.1,66,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1150",1151,"080705Celina","Phleg","4:59:00",4.98333333333333,299,6,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,TRUE
"1151",1152,"080705Celina","Phleg","1:17:00",1.28333333333333,77,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
"1152",1153,"080705Celina","Phleg","1:36:00",1.6,96,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"1153",1154,"080705Celina","Phleg","3:26:00",3.43333333333333,206,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1154",1155,"080705Celina","Phleg","4:13:00",4.21666666666667,253,6,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,TRUE
"1155",1156,"080705Celina","Phleg","1:01:00",1.01666666666667,61,5,0,0,2,0,2,FALSE,FALSE,TRUE,FALSE,TRUE
"1156",1157,"080705Celina","Phleg","1:50:00",1.83333333333333,110,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1157",1158,"080705Celina","Phleg","2:02:00",2.03333333333333,122,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1158",1159,"080705Celina","Phleg","2:00:00",2,120,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
"1159",1160,"080705Celina","Phleg","1:33:00",1.55,93,3,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
"1160",1161,"080705Celina","Phleg","4:22:00",4.36666666666667,262,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1161",1162,"080705Celina","Phleg","1:08:00",1.13333333333333,68,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1162",1163,"080705Celina","Phleg","1:07:00",1.11666666666667,67,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1163",1164,"080705Celina","Phleg","1:15:00",1.25,75,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1164",1165,"080625Celina","Phleg","1:46:00",1.76666666666667,106,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1165",1166,"080625Celina","Phleg","0:49:00",0.816666666666667,49,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1166",1167,"080626Celina","Phleg","2:00:00",2,120,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1167",1168,"080626Celina","Phleg","1:58:00",1.96666666666667,118,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"1168",1169,"080626Celina","Phleg","1:55:00",1.91666666666667,115,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1169",1170,"080626Celina","Phleg","2:53:00",2.88333333333333,173,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1170",1171,"080626Celina","Phleg","1:05:00",1.08333333333333,65,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1171",1172,"080626Celina","Phleg","1:50:00",1.83333333333333,110,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1172",1173,"080626Celina","Phleg","5:55:00",5.91666666666667,355,7,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,TRUE
"1173",1174,"080626Celina","Phleg","2:02:00",2.03333333333333,122,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1174",1175,"080626Celina","Phleg","0:26:00",0.433333333333333,26,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"1175",1176,"080626Celina","Phleg","4:33:00",4.55,273,0,0,0,0,2,0,FALSE,FALSE,FALSE,TRUE,FALSE
"1176",1177,"080626Celina","Phleg","2:00:00",2,120,2,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
"1177",1178,"080626Celina","Phleg","4:50:00",4.83333333333333,290,6,0,2,0,0,4,FALSE,TRUE,FALSE,FALSE,TRUE
"1178",1179,"080701Celina","Phleg","3:00:00",3,180,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1179",1180,"080701Celina","Phleg","1:10:00",1.16666666666667,70,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1180",1181,"080701Celina","Phleg","0:50:00",0.833333333333333,50,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"1181",1182,"080701Celina","Phleg","2:30:00",2.5,150,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1182",1183,"080702Celina","Phleg","1:55:00",1.91666666666667,115,5,0,0,1,0,4,FALSE,FALSE,TRUE,FALSE,TRUE
"1183",1184,"080625Celina","Phleg","5:06:00",5.1,306,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1184",1185,"080701Celina","Phleg","1:04:00",1.06666666666667,64,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1185",1186,"080701Celina","Phleg","1:59:00",1.98333333333333,119,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1186",1187,"080701Celina","Phleg","3:09:00",3.15,189,6,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1187",1188,"080701Celina","Phleg","2:05:00",2.08333333333333,125,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
"1188",1189,"080701Celina","Phleg","3:45:00",3.75,225,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1189",1190,"080701Celina","Phleg","1:29:00",1.48333333333333,89,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1190",1191,"080701Celina","Phleg","1:15:00",1.25,75,4,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
"1191",1192,"080701Celina","Phleg","3:33:00",3.55,213,6,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,TRUE
"1192",1193,"080705Celina","Phleg","3:25:00",3.41666666666667,205,8,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1193",1194,"080705Celina","Phleg","3:13:00",3.21666666666667,193,6,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1194",1195,"080705Celina","Phleg","2:01:00",2.01666666666667,121,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1195",1196,"080705Celina","Phleg","1:41:00",1.68333333333333,101,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1196",1197,"080705Celina","Phleg","1:46:00",1.76666666666667,106,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1197",1198,"080705Celina","Phleg","3:16:00",3.26666666666667,196,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1198",1199,"080705Celina","Phleg","2:04:00",2.06666666666667,124,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1199",1200,"080705Celina","Phleg","1:56:00",1.93333333333333,116,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1200",1201,"080705Celina","Phleg","1:08:00",1.13333333333333,68,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"1201",1202,"080705Celina","Phleg","1:30:00",1.5,90,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
"1202",1203,"080705Celina","Phleg","2:37:00",2.61666666666667,157,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1203",1204,"080705Celina","Phleg","1:04:00",1.06666666666667,64,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1204",1205,"080705Celina","Phleg","1:44:00",1.73333333333333,104,1,0,2,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"1205",1206,"080705Celina","Phleg","1:02:00",1.03333333333333,62,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1206",1207,"080705Celina","Phleg","2:37:00",2.61666666666667,157,5,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1207",1208,"080705Celina","Phleg","1:02:00",1.03333333333333,62,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"1208",1209,"080705Celina","Phleg","1:03:00",1.05,63,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1209",1210,"080704Negra","Phleg","3:00:00",3,180,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1210",1211,"080704Negra","Phleg","4:00:00",4,240,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1211",1212,"080708Celina","Phleg","2:13:00",2.21666666666667,133,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1212",1213,"080708Celina","Phleg","1:22:00",1.36666666666667,82,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1213",1214,"080708Celina","Phleg","2:32:00",2.53333333333333,152,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1214",1215,"080708Celina","Phleg","1:05:00",1.08333333333333,65,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1215",1216,"080708Celina","Phleg","1:03:00",1.05,63,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1216",1217,"080708Celina","Phleg","1:00:00",1,60,4,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1217",1218,"080708Celina","Phleg","1:47:00",1.78333333333333,107,2,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
"1218",1219,"080708Celina","Phleg","1:01:00",1.01666666666667,61,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE
"1219",1220,"080708Celina","Phleg","1:43:00",1.71666666666667,103,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1220",1221,"080708Celina","Phleg","1:06:00",1.1,66,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
"1221",1222,"080708Celina","Phleg","1:58:00",1.96666666666667,118,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1222",1223,"080708Celina","Phleg","2:49:00",2.81666666666667,169,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE
"1223",1224,"080708Celina","Phleg","1:53:00",1.88333333333333,113,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1224",1225,"080705Celina","D. mer","4:31:00",4.51666666666667,271,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1225",1226,"080705Celina","D. mer","3:47:00",3.78333333333333,227,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1226",1227,"080705Celina","D. mer","1:43:00",1.71666666666667,103,1,0,2,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"1227",1228,"080705Celina","D. mer","1:03:00",1.05,63,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"1228",1229,"080705Celina","D. mer","2:44:00",2.73333333333333,164,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1229",1230,"080705Celina","D. mer","2:25:00",2.41666666666667,145,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1230",1231,"080705Celina","D. mer","1:13:00",1.21666666666667,73,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1231",1232,"080705Celina","D. mer","3:22:00",3.36666666666667,202,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1232",1233,"080705Celina","D. mer","2:43:00",2.71666666666667,163,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"1233",1234,"080705Celina","D. mer","1:33:00",1.55,93,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1234",1235,"080626Celina","D. mer","1:00:00",1,60,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
"1235",1236,"080628Sophie","D. mer","1:08:00",1.13333333333333,68,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1236",1237,"080628Sophie","D. mer","0:59:00",0.983333333333333,59,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1237",1238,"080628Sophie","D. mer","2:00:00",2,120,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
"1238",1239,"080628Sophie","D. mer","1:00:00",1,60,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
"1239",1240,"080628Sophie","D. mer","2:00:00",2,120,1,0,1,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
"1240",1241,"080628Sophie","D. mer","1:00:00",1,60,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1241",1242,"080630Sophie","D. mer","2:00:00",2,120,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE
"1242",1243,"080702Celina","D. mer","4:17:00",4.28333333333333,257,2,0,0,1,0,2,FALSE,FALSE,TRUE,FALSE,TRUE
"1243",1244,"080702Celina","D. mer","2:34:00",2.56666666666667,154,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1244",1245,"080702Celina","D. mer","1:21:00",1.35,81,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1245",1246,"080702Celina","D. mer","1:54:00",1.9,114,2,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE
"1246",1247,"080702Aero","D. mer","2:59:00",2.98333333333333,179,2,0,0,1,0,2,FALSE,FALSE,TRUE,FALSE,TRUE
"1247",1248,"080702Aero","D. mer","2:33:00",2.55,153,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1248",1249,"080702Aero","D. mer","1:47:00",1.78333333333333,107,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"1249",1250,"080702Aero","D. mer","4:07:00",4.11666666666667,247,0,0,0,0,2,0,FALSE,FALSE,FALSE,TRUE,FALSE
"1250",1251,"080702Aero","D. mer","1:47:00",1.78333333333333,107,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
"1251",1252,"080702Aero","D. mer","1:01:00",1.01666666666667,61,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"1252",1253,"080702Aero","D. mer","1:52:00",1.86666666666667,112,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
"1253",1254,"080702Aero","D. mer","1:55:00",1.91666666666667,115,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"1254",1255,"080702Aero","D. mer","2:42:00",2.7,162,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1255",1256,"080702Aero","D. mer","3:17:00",3.28333333333333,197,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE
"1256",1257,"080702Aero","D. mer","1:52:00",1.86666666666667,112,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1257",1258,"080701Celina","D. mer","1:29:00",1.48333333333333,89,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"1258",1259,"080701Celina","D. mer","1:29:00",1.48333333333333,89,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1259",1260,"080701Celina","D. mer","2:21:00",2.35,141,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1260",1261,"080702Aero","D. mer","1:40:00",1.66666666666667,100,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1261",1262,"080702Aero","D. mer","2:21:00",2.35,141,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1262",1263,"080702Aero","D. mer","3:32:00",3.53333333333333,212,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1263",1264,"080702Aero","D. mer","3:14:00",3.23333333333333,194,1,0,1,0,1,1,FALSE,TRUE,FALSE,TRUE,TRUE
"1264",1265,"080702Aero","D. mer","4:03:00",4.05,243,3,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE
"1265",1266,"080702Aero","D. mer","2:30:00",2.5,150,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1266",1267,"080702Aero","D. mer","2:17:00",2.28333333333333,137,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1267",1268,"080702Aero","D. mer","2:16:00",2.26666666666667,136,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1268",1269,"080704Sophie","D. mer","4:40:00",4.66666666666667,280,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1269",1270,"080704Sophie","D. mer","1:25:00",1.41666666666667,85,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1270",1271,"080705Celina","D. mer","2:00:00",2,120,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1271",1272,"080705Celina","D. mer","2:24:00",2.4,144,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1272",1273,"080705Celina","D. mer","2:23:00",2.38333333333333,143,2,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
"1273",1274,"080705Celina","D. mer","1:35:00",1.58333333333333,95,0,2,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1274",1275,"080705Celina","D. mer","1:16:00",1.26666666666667,76,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1275",1276,"080705Celina","D. mer","1:08:00",1.13333333333333,68,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1276",1277,"080705Celina","D. mer","1:33:00",1.55,93,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1277",1278,"080705Aero","D. mer","2:40:00",2.66666666666667,160,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"1278",1279,"080709Celina","Phleg","1:28:00",1.46666666666667,88,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
"1279",1280,"080709Celina","Phleg","1:23:00",1.38333333333333,83,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1280",1281,"080709Celina","Phleg","1:23:00",1.38333333333333,83,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1281",1282,"080628Sophie","Rheg","0:22:00",0.366666666666667,22,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1282",1283,"080628Sophie","Rheg","0:44:00",0.733333333333333,44,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1283",1284,"080628Sophie","Rheg","1:08:00",1.13333333333333,68,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1284",1285,"080626Aero","Rheg","4:10:00",4.16666666666667,250,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1285",1286,"080628Sophie","Rheg","2:00:00",2,120,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1286",1287,"080628Sophie","Rheg","1:30:00",1.5,90,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1287",1288,"080628Sophie","Rheg","5:00:00",5,300,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1288",1289,"080628Sophie","Rheg","1:00:00",1,60,0,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE,FALSE
"1289",1290,"080628Sophie","Rheg","1:30:00",1.5,90,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1290",1291,"080628Sophie","Rheg","3:30:00",3.5,210,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
