"","X","obsid","species","duration","duration_minutes","duration_seconds","attempts","Rinter","Rintra","Iinter","Iintra","Successes","Ind_Rinter","Ind_Rintra","Ind_Iinter","Ind_Iintra","Ind_Successes"
"1291",1292,"080630Sophie","Rheg","3:17:00",3.28333333333333,197,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1292",1293,"080701Sophie","Rheg","1:45:00",1.75,105,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1293",1294,"080701Sophie","Rheg","1:26:00",1.43333333333333,86,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE
"1294",1295,"080701Sophie","Rheg","2:30:00",2.5,150,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1295",1296,"080703Aero","Rheg","0:58:00",0.966666666666667,58,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1296",1297,"080703Aero","Rheg","2:15:00",2.25,135,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1297",1298,"080703Aero","Rheg","1:11:00",1.18333333333333,71,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1298",1299,"080703Aero","Rheg","1:57:00",1.95,117,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1299",1300,"080703Aero","Rheg","1:32:00",1.53333333333333,92,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
"1300",1301,"080703Aero","Rheg","1:39:00",1.65,99,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"1301",1302,"080703Aero","Rheg","1:01:00",1.01666666666667,61,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1302",1303,"080703Aero","Rheg","1:40:00",1.66666666666667,100,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1303",1304,"080703Aero","Rheg","4:17:00",4.28333333333333,257,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1304",1305,"080705Aero","Rheg","3:04:00",3.06666666666667,184,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1305",1306,"080705Aero","Rheg","1:55:00",1.91666666666667,115,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1306",1307,"080625Labbie","Rheg","3:08:00",3.13333333333333,188,6,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,TRUE
"1307",1308,"080625Labbie","Rheg","2:24:00",2.4,144,3,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE
"1308",1309,"080625Labbie","Rheg","3:45:00",3.75,225,6,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"1309",1310,"080626Aero","Rheg","1:12:00",1.2,72,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1310",1311,"080626Aero","Rheg","2:49:00",2.81666666666667,169,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1311",1312,"080626Aero","Rheg","7:33:00",7.55,453,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1312",1313,"080626Aero","Rheg","1:14:00",1.23333333333333,74,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1313",1314,"080626Aero","Rheg","1:17:00",1.28333333333333,77,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1314",1315,"080626Aero","Rheg","1:54:00",1.9,114,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1315",1316,"080702Aero","Rheg","1:58:00",1.96666666666667,118,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1316",1317,"080702Aero","Rheg","1:52:00",1.86666666666667,112,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1317",1318,"080705Aero","Rheg","4:15:00",4.25,255,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1318",1319,"080705Aero","Rheg","3:30:00",3.5,210,4,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE
"1319",1320,"080705Aero","Rheg","2:00:00",2,120,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1320",1321,"080705Aero","Rheg","1:45:00",1.75,105,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1321",1322,"080705Aero","Rheg","5:00:00",5,300,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1322",1323,"080705Aero","Rheg","2:10:00",2.16666666666667,130,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1323",1324,"080705Aero","Rheg","3:11:00",3.18333333333333,191,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1324",1325,"080709Celina","Rheg","1:03:00",1.05,63,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1325",1326,"080709Celina","Rheg","1:20:00",1.33333333333333,80,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1326",1327,"080709Celina","Rheg","1:14:00",1.23333333333333,74,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1327",1328,"080709Celina","Rheg","1:41:00",1.68333333333333,101,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"1328",1329,"080702Celina","G. sal","1:30:00",1.5,90,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1329",1330,"080702Celina","G. sal","1:44:00",1.73333333333333,104,5,1,0,0,0,3,TRUE,FALSE,FALSE,FALSE,TRUE
"1330",1331,"080703Aero","G. sal","3:34:00",3.56666666666667,214,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1331",1332,"080703Aero","G. sal","0:56:00",0.933333333333333,56,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1332",1333,"080703Aero","G. sal","2:27:00",2.45,147,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1333",1334,"080703Aero","G. sal","1:13:00",1.21666666666667,73,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1334",1335,"080703Aero","G. sal","1:21:00",1.35,81,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1335",1336,"080703Aero","G. sal","2:20:00",2.33333333333333,140,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1336",1337,"080703Aero","G. sal","1:33:00",1.55,93,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1337",1338,"080703Aero","G. sal","1:03:00",1.05,63,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1338",1339,"080703Aero","G. sal","0:57:00",0.95,57,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"1339",1340,"080710Celina","Phleg","2:02:00",2.03333333333333,122,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1340",1341,"080710Celina","Phleg","1:38:00",1.63333333333333,98,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1341",1342,"080710Celina","Phleg","1:05:00",1.08333333333333,65,2,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1342",1343,"080710Celina","Phleg","1:29:00",1.48333333333333,89,7,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1343",1344,"080710Celina","Phleg","1:42:00",1.7,102,6,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"1344",1345,"080710Celina","Phleg","1:12:00",1.2,72,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1345",1346,"080710Celina","Phleg","1:02:00",1.03333333333333,62,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1346",1347,"080710Celina","Phleg","1:32:00",1.53333333333333,92,7,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE
"1347",1348,"080710Celina","Phleg","1:00:00",1,60,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1348",1349,"080710Celina","Phleg","1:37:00",1.61666666666667,97,4,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1349",1350,"080710Celina","Phleg","1:35:00",1.58333333333333,95,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1350",1351,"080710Celina","Phleg","1:07:00",1.11666666666667,67,3,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE
"1351",1352,"080710Celina","Phleg","1:01:00",1.01666666666667,61,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1352",1353,"080710Celina","Phleg","1:33:00",1.55,93,2,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"1353",1354,"080710Celina","Phleg","1:12:00",1.2,72,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
"1354",1355,"080710Celina","Phleg","1:04:00",1.06666666666667,64,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"1355",1356,"080710Celina","Phleg","1:00:00",1,60,4,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1356",1357,"080710Celina","Phleg","1:22:00",1.36666666666667,82,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1357",1358,"080710Celina","Phleg","1:18:00",1.3,78,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1358",1359,"080710Celina","Phleg","2:02:00",2.03333333333333,122,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1359",1360,"080710Celina","Phleg","2:04:00",2.06666666666667,124,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1360",1361,"080710Celina","Phleg","1:01:00",1.01666666666667,61,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1361",1362,"080710Celina","Phleg","1:08:00",1.13333333333333,68,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1362",1363,"080710Celina","Phleg","2:16:00",2.26666666666667,136,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1363",1364,"080710Celina","Phleg","1:02:00",1.03333333333333,62,3,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE
"1364",1365,"080710Celina","Phleg","1:28:00",1.46666666666667,88,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1365",1366,"080710Celina","Phleg","1:50:00",1.83333333333333,110,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1366",1367,"080710Celina","Phleg","1:35:00",1.58333333333333,95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1367",1368,"080710Celina","Phleg","1:20:00",1.33333333333333,80,5,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
"1368",1369,"080710Celina","Phleg","1:35:00",1.58333333333333,95,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1369",1370,"080710Celina","Phleg","1:57:00",1.95,117,8,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1370",1371,"080710Celina","Phleg","1:02:00",1.03333333333333,62,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1371",1372,"080710Celina","Phleg","2:04:00",2.06666666666667,124,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1372",1373,"080710Celina","Phleg","1:07:00",1.11666666666667,67,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE
"1373",1374,"080711Celina","Phleg","2:27:00",2.45,147,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1374",1375,"080712Celina","Phleg","1:32:00",1.53333333333333,92,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"1375",1376,"080712Celina","Phleg","1:36:00",1.6,96,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1376",1377,"080712Celina","Phleg","3:46:00",3.76666666666667,226,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1377",1378,"080712Celina","Phleg","2:46:00",2.76666666666667,166,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1378",1379,"080712Celina","Phleg","2:45:00",2.75,165,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1379",1380,"080712Celina","Phleg","1:52:00",1.86666666666667,112,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1380",1381,"080712Celina","Phleg","1:56:00",1.93333333333333,116,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1381",1382,"080712Celina","Phleg","1:50:00",1.83333333333333,110,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1382",1383,"080712Celina","Phleg","2:21:00",2.35,141,5,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE
"1383",1384,"080712Celina","Phleg","5:11:00",5.18333333333333,311,2,0,0,0,3,2,FALSE,FALSE,FALSE,TRUE,TRUE
"1384",1385,"080712Celina","Phleg","3:07:00",3.11666666666667,187,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1385",1386,"080712Celina","Phleg","1:39:00",1.65,99,5,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"1386",1387,"080712Celina","Phleg","2:56:00",2.93333333333333,176,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1387",1388,"080712Celina","Phleg","2:39:00",2.65,159,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
"1388",1389,"080710Celina","D. mer","2:18:00",2.3,138,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1389",1390,"080710Celina","D. mer","2:17:00",2.28333333333333,137,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1390",1391,"080710Celina","D. mer","1:12:00",1.2,72,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1391",1392,"080710Celina","D. mer","1:36:00",1.6,96,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1392",1393,"080712Celina","D. mer","2:05:00",2.08333333333333,125,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1393",1394,"080712Celina","D. mer","2:41:00",2.68333333333333,161,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1394",1395,"080712Celina","Rheg","1:02:00",1.03333333333333,62,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1395",1396,"080710Celina","Rheg","1:24:00",1.4,84,4,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE
"1396",1397,"080710Celina","Rheg","1:10:00",1.16666666666667,70,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1397",1398,"080710Celina","Rheg","1:15:00",1.25,75,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1398",1399,"080704Celina","G. sal","1:04:00",1.06666666666667,64,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1399",1400,"080705Aero","G. sal","1:59:00",1.98333333333333,119,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1400",1401,"080703Aero","G. sal","2:38:00",2.63333333333333,158,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"1401",1402,"080705Celina","G. sal","2:13:00",2.21666666666667,133,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1402",1403,"080702Celina","G. sal","3:05:00",3.08333333333333,185,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1403",1404,"080705Aero","G. sal","1:30:00",1.5,90,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1404",1405,"080705Aero","G. sal","4:30:00",4.5,270,7,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"1405",1406,"080705Aero","G. sal","3:45:00",3.75,225,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1406",1407,"080705Aero","G. sal","1:00:00",1,60,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
"1407",1408,"080705Celina","G. sal","2:15:00",2.25,135,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"1408",1409,"080705Celina","G. sal","1:07:00",1.11666666666667,67,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1409",1410,"080710Celina","G. sal","1:15:00",1.25,75,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1410",1411,"080712Celina","M. fort","5:14:00",5.23333333333333,314,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1411",1412,"080709Celina","D. mer","3:00:00",3,180,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1412",1413,"080716Celina","Phleg","3:41:00",3.68333333333333,221,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1413",1414,"080716Celina","Phleg","1:32:00",1.53333333333333,92,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1414",1415,"080716Celina","Phleg","1:37:00",1.61666666666667,97,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1415",1416,"080716Celina","Phleg","2:32:00",2.53333333333333,152,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1416",1417,"080716Celina","Phleg","1:02:00",1.03333333333333,62,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1417",1418,"080716Celina","Phleg","1:30:00",1.5,90,4,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1418",1419,"080716Celina","Phleg","1:00:00",1,60,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
"1419",1420,"080716Celina","Phleg","1:25:00",1.41666666666667,85,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1420",1421,"080716Celina","Phleg","1:12:00",1.2,72,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1421",1422,"080716Celina","Phleg","1:37:00",1.61666666666667,97,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1422",1423,"080716Celina","Phleg","1:46:00",1.76666666666667,106,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1423",1424,"080716Celina","Phleg","1:09:00",1.15,69,2,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1424",1425,"080716Celina","Phleg","2:58:00",2.96666666666667,178,7,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1425",1426,"080716Celina","Phleg","1:13:00",1.21666666666667,73,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1426",1427,"080716Celina","Phleg","1:12:00",1.2,72,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1427",1428,"080716Celina","Phleg","1:02:00",1.03333333333333,62,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1428",1429,"080716Celina","Phleg","1:33:00",1.55,93,4,0,1,0,1,2,FALSE,TRUE,FALSE,TRUE,TRUE
"1429",1430,"080716Celina","Phleg","1:36:00",1.6,96,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1430",1431,"080716Celina","Phleg","1:13:00",1.21666666666667,73,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1431",1432,"080716Celina","Phleg","2:29:00",2.48333333333333,149,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1432",1433,"080709Celina","Phleg","2:00:00",2,120,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1433",1434,"080709Celina","Phleg","1:00:00",1,60,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1434",1435,"080711Celina","Phleg","3:40:00",3.66666666666667,220,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE
"1435",1436,"080711Celina","Phleg","1:00:00",1,60,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1436",1437,"080711Celina","Phleg","3:00:00",3,180,3,0,0,2,0,3,FALSE,FALSE,TRUE,FALSE,TRUE
"1437",1438,"080711Celina","Phleg","2:40:00",2.66666666666667,160,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1438",1439,"080711Celina","Phleg","1:00:00",1,60,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1439",1440,"080711Celina","Phleg","1:00:00",1,60,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"1440",1441,"080709Celina","Rheg","2:20:00",2.33333333333333,140,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1441",1442,"080709Celina","Rheg","4:00:00",4,240,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1442",1443,"080711Celina","Rheg","1:30:00",1.5,90,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE
"1443",1444,"080711Celina","Rheg","2:50:00",2.83333333333333,170,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1444",1445,"080711Celina","Rheg","1:00:00",1,60,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1445",1446,"080711Celina","Rheg","5:20:00",5.33333333333333,320,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1446",1447,"080716Celina","M. fort","1:46:00",1.76666666666667,106,4,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1447",1448,"080716Celina","M. fort","1:21:00",1.35,81,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1448",1449,"080716Celina","M. fort","1:10:00",1.16666666666667,70,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1449",1450,"080709Celina","M. fort","1:00:00",1,60,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1450",1451,"080711Celina","M. fort","1:00:00",1,60,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1451",1452,"080711Celina","M. fort","1:15:00",1.25,75,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1452",1453,"080711Celina","M. fort","3:50:00",3.83333333333333,230,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1453",1454,"080711Celina","M. fort","1:30:00",1.5,90,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1454",1455,"080711Celina","M. fort","1:00:00",1,60,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1455",1456,"080711Celina","M. fort","2:18:00",2.3,138,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1456",1457,"080715Celina","M. fort","1:03:00",1.05,63,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1457",1458,"080715Celina","M. fort","1:29:00",1.48333333333333,89,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1458",1459,"080704Celina","M. fort","1:26:00",1.43333333333333,86,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1459",1460,"080704Celina","M. fort","1:05:00",1.08333333333333,65,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1460",1461,"080704Celina","M. fort","1:03:00",1.05,63,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1461",1462,"080704Celina","M. fort","1:04:00",1.06666666666667,64,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1462",1463,"080704Celina","M. fort","2:12:00",2.2,132,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1463",1464,"080702Celina","M. fort","2:38:00",2.63333333333333,158,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
"1464",1465,"080702Celina","M. fort","1:43:00",1.71666666666667,103,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1465",1466,"080702Celina","M. fort","4:50:00",4.83333333333333,290,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1466",1467,"080705Celina","M. fort","1:26:00",1.43333333333333,86,4,1,0,0,0,3,TRUE,FALSE,FALSE,FALSE,TRUE
"1467",1468,"080704Celina","M. fort","2:15:00",2.25,135,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1468",1469,"080708Celina","M. fort","2:41:00",2.68333333333333,161,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1469",1470,"080709Celina","M. fort","1:02:00",1.03333333333333,62,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1470",1471,"080709Celina","M. fort","1:00:00",1,60,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1471",1472,"080709Celina","M. fort","1:50:00",1.83333333333333,110,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1472",1473,"080709Celina","M. fort","1:24:00",1.4,84,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1473",1474,"080709Celina","M. fort","1:18:00",1.3,78,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1474",1475,"080709Celina","M. fort","2:59:00",2.98333333333333,179,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE
"1475",1476,"080710Celina","M. fort","1:03:00",1.05,63,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1476",1477,"080710Celina","M. fort","2:44:00",2.73333333333333,164,2,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"1477",1478,"080710Celina","M. fort","1:37:00",1.61666666666667,97,2,2,0,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE
"1478",1479,"080710Celina","M. fort","1:22:00",1.36666666666667,82,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1479",1480,"080710Celina","M. fort","1:37:00",1.61666666666667,97,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1480",1481,"080710Celina","M. fort","1:58:00",1.96666666666667,118,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1481",1482,"080710Celina","M. fort","1:01:00",1.01666666666667,61,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1482",1483,"080710Celina","M. fort","1:00:00",1,60,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"1483",1484,"080710Celina","M. fort","1:40:00",1.66666666666667,100,8,1,0,0,0,7,TRUE,FALSE,FALSE,FALSE,TRUE
"1484",1485,"080710Celina","M. fort","1:56:00",1.93333333333333,116,2,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE
"1485",1486,"080710Celina","M. fort","1:24:00",1.4,84,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1486",1487,"080711Celina","Phleg","2:30:00",2.5,150,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"1487",1488,"080711Celina","Phleg","2:30:00",2.5,150,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"1488",1489,"080711Celina","Phleg","1:30:00",1.5,90,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
