"","obsid","species","duration","duration_seconds","attempts","Rinter","Rintra","Iinter","Iintra","Successes","Ind_Rinter","Ind_Rintra","Ind_Iinter","Ind_Iintra","Ind_Successes"
"767","070618ChrisPM","Rheg","3:33:00",213,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"768","070618ChrisPM","Rheg","2:20:00",140,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"769","070618ChrisPM","Rheg","1:37:00",97,3,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"770","070618ChrisPM","Rheg","1:43:00",103,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"771","070618ChrisPM","Rheg","1:47:00",107,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"772","070619NellyAM","Rheg","2:03:00",123,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"773","070619NellyAM","Rheg","3:26:00",206,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"774","070619NellyAM","Rheg","2:46:00",166,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"775","070619NellyAM","Rheg","3:31:00",211,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"776","070619NellyAM","Rheg","2:45:00",165,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"777","070619NellyAM","Rheg","2:42:00",162,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"778","070618ChrisAM","Rheg","1:38:00",98,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"779","070619ChrisAM","Rheg","1:50:00",110,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"780","070619ChrisAM","Rheg","1:51:00",111,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"781","070619ChrisAM","Rheg","0:35:00",35,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"782","070619ChrisAM","Rheg","2:02:00",122,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"783","070619ChrisAM","Rheg","2:30:00",150,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"784","070619ChrisAM","Rheg","1:11:00",71,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"785","070619ChrisAM","Rheg","0:53:00",53,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"786","070619ChrisAM","Rheg","0:53:00",53,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"787","070619ChrisAM","Rheg","1:15:00",75,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"788","070620ChrisAM","Rheg","2:35:00",155,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"789","070620ChrisAM","Rheg","2:10:00",130,4,0,0,0,1,3,FALSE,FALSE,FALSE,TRUE,TRUE
"790","070620ChrisAM","Rheg","3:33:00",213,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"791","070620ChrisAM","Rheg","4:02:00",242,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"792","070616RaniAM","G. sal","1:11:00",71,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"793","070616RaniAM","G. sal","1:05:00",65,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"794","070616RaniAM","G. sal","2:25:00",145,7,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"795","070616RaniAM","G. sal","1:23:00",83,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"796","070616RaniAM","G. sal","1:29:00",89,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"797","070616RaniAM","G. sal","2:40:00",160,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"798","070616RaniAM","G. sal","1:48:00",108,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"799","070616RaniAM","G. sal","2:17:00",137,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"800","070616RaniAM","G. sal","0:44:00",44,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"801","070616RaniAM","G. sal","1:12:00",72,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"802","070616RaniAM","G. sal","0:56:00",56,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"803","070616RaniAM","G. sal","0:53:00",53,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"804","070616ChrisAM","G. sal","1:05:00",65,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"805","070616ChrisAM","G. sal","1:00:00",60,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"806","070619NellyAM","G. sal","1:19:00",79,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"807","070619NellyAM","Rheg","1:14:00",74,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"808","070619NellyAM","G. sal","2:15:00",135,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"809","070619Norma-JeanAM","G. sal","1:07:00",67,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"810","070618ChrisAM","G. sal","1:35:00",95,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"811","070818ChrisAM","G. sal","1:15:00",75,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"812","070619ChrisAM","G. sal","2:41:00",161,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"813","070619ChrisAM","G. sal","1:00:00",60,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"814","070622ChrisAM","M. fort","2:14:00",134,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"815","070622ChrisPM","M. fort","1:03:00",63,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"816","070622ChrisPM","M. fort","1:27:00",87,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"817","070622ChrisPM","M. fort","1:43:00",103,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"818","070622ChrisPM","M. fort","1:19:00",79,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
"819","070622ChrisPM","M. fort","4:30:00",270,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"820","070622ChrisPM","M. fort","3:54:00",234,5,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"821","070622ChrisPM","M. fort","1:00:00",60,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"822","070619Norma-JeanAM","D. mer","1:51:00",111,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"823","070619Norma-JeanAM","D. mer","1:36:00",96,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"824","070619Norma-JeanAM","D. mer","1:03:00",63,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
"825","070619Norma-JeanAM","D. mer","1:07:00",67,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"826","070622RaniAM","D. mer","0:46:00",46,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"827","070622RaniAM","D. mer","1:43:00",103,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
"828","070622RaniAM","D. mer","0:40:00",40,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"829","070622RaniAM","D. mer","1:15:00",75,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
"830","070622RaniAM","D. mer","0:54:00",54,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"831","070622RaniAM","D. mer","1:28:00",88,0,0,0,0,2,0,FALSE,FALSE,FALSE,TRUE,FALSE
"832","070622RaniAM","D. mer","1:30:00",90,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"833","070622RaniAM","D. mer","0:43:00",43,0,0,2,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"834","070622RaniAM","D. mer","1:20:00",80,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"835","070622ChrisPM","D. mer","1:01:00",61,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"836","070622ChrisPM","D. mer","1:29:00",89,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"837","070616ChrisAM","Rheg","2:09:00",129,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"838","070622RaniAM","Rheg","1:00:00",60,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"839","070622RaniAM","Rheg","2:57:00",177,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"840","070622RaniAM","Rheg","3:01:00",181,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"841","070622RaniAM","Rheg","0:57:00",57,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"842","070622ChrisPM","Rheg","1:39:00",99,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"843","070622ChrisPM","Rheg","1:18:00",78,5,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
"844","070622ChrisPM","Rheg","1:10:00",70,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"845","070622ChrisPM","Rheg","2:52:00",172,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"846","070622ChrisPM","Rheg","1:29:00",89,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"847","070622ChrisPM","Rheg","1:17:00",77,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"848","070622ChrisPM","Rheg","1:11:00",71,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
"849","070622ChrisPM","Rheg","1:19:00",79,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"850","070622ChrisPM","Rheg","1:25:00",85,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"851","070622ChrisPM","Rheg","2:12:00",132,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"852","070622ChrisPM","Rheg","2:08:00",128,5,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"853","070622ChrisPM","Rheg","3:09:00",189,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"854","070622ChrisPM","Rheg","1:46:00",106,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"855","070622ChrisPM","Rheg","1:59:00",119,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"856","070622RaniAM","G. sal","0:54:00",54,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"857","070622RaniAM","G. sal","2:14:00",134,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"858","070622RaniAM","G. sal","0:43:00",43,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"859","070622ChrisPM","G. sal","1:03:00",63,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"860","070622ChrisPM","G. sal","1:56:00",116,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"861","070622ChrisPM","G. sal","1:54:00",114,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"862","070622ChrisPM","G. sal","1:01:00",61,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"863","070622ChrisPM","G. sal","1:14:00",74,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"864","070622ChrisPM","G. sal","1:45:00",105,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"865","070614RaniAM","Phleg","1:34:00",94,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"866","070614RaniAM","Phleg","1:05:00",65,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"867","070614RaniAM","Phleg","2:59:00",179,2,0,2,1,0,2,FALSE,TRUE,TRUE,FALSE,TRUE
"868","070614RaniAM","Phleg","1:53:00",113,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"869","070614RaniAM","Phleg","1:00:00",60,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"870","070614RaniAM","Phleg","0:48:00",48,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"871","070615RaniAM","Phleg","0:51:00",51,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"872","070614RaniAM","Phleg","1:08:00",68,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"873","070615RaniAM","Phleg","0:46:00",46,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"874","070615RaniAM","Phleg","1:15:00",75,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"875","070615RaniAM","Phleg","2:34:00",154,7,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
"876","070615RaniAM","Phleg","2:26:00",146,3,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
"877","070615RaniAM","Phleg","1:11:00",71,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"878","070615RaniAM","Phleg","0:36:00",36,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"879","070615RaniAM","Phleg","1:05:00",65,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"880","070615RaniAM","Phleg","1:08:00",68,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"881","070615RaniAM","Phleg","2:41:00",161,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
"882","070616RaniAM","Phleg","1:29:00",89,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"883","070616RaniAM","Phleg","1:04:00",64,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"884","070616RaniAM","Phleg","1:39:00",99,6,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"885","070616RaniAM","Phleg","1:01:00",61,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"886","070616RaniAM","Phleg","1:58:00",118,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"887","070616RaniAM","Phleg","0:48:00",48,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"888","070616RaniAM","Phleg","0:54:00",54,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"889","070616RaniAM","Phleg","1:23:00",83,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"890","070616RaniAM","Phleg","0:52:00",52,2,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
"891","070616RaniAM","Phleg","2:31:00",151,6,0,1,0,0,3,FALSE,TRUE,FALSE,FALSE,TRUE
"892","070619Norma-JeanAM","Phleg","1:09:00",69,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"893","070620ChrisAM","Phleg","1:25:00",85,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"894","070620ChrisAM","Phleg","2:29:00",149,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"895","070620ChrisAM","Phleg","1:28:00",88,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"896","070620ChrisAM","Phleg","1:43:00",103,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"897","070621KathyAM","Phleg","1:12:00",72,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"898","070621RaniAM","Phleg","1:47:00",107,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"899","070622ChrisPM","Phleg","1:33:00",93,2,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"900","070622ChrisPM","Phleg","1:25:00",85,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"901","070622ChrisPM","Phleg","1:27:00",87,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"902","070622ChrisPM","Phleg","1:08:00",68,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"903","070622ChrisPM","Phleg","1:13:00",73,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"904","070622ChrisPM","Phleg","1:02:00",62,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"905","070622ChrisPM","Phleg","1:37:00",97,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"906","070622ChrisPM","Phleg","4:45:00",285,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"907","080701Celina","Phleg","2:04:00",124,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"908","080701Celina","Phleg","2:13:00",133,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"909","080704Celina","Phleg","1:07:00",67,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"910","080704Celina","Phleg","2:40:00",160,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"911","080704Celina","Phleg","1:13:00",73,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE
"912","080704Celina","Phleg","1:02:00",62,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"913","080704Celina","Phleg","4:44:00",284,5,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,TRUE
"914","080704Celina","Phleg","1:14:00",74,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"915","080702Celina","Phleg","1:47:00",107,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"916","080704Negra","Phleg","2:29:00",149,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"917","080704Negra","Phleg","1:01:00",61,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"918","080705Celina","Phleg","2:05:00",125,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"919","080705Celina","Phleg","1:45:00",105,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"920","080705Celina","Phleg","1:06:00",66,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"921","080705Celina","Phleg","4:59:00",299,6,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,TRUE
"922","080705Celina","Phleg","1:17:00",77,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
"923","080705Celina","Phleg","1:36:00",96,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"924","080705Celina","Phleg","3:26:00",206,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"925","080705Celina","Phleg","4:13:00",253,6,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,TRUE
"926","080705Celina","Phleg","1:01:00",61,5,0,0,2,0,2,FALSE,FALSE,TRUE,FALSE,TRUE
"927","080705Celina","Phleg","1:50:00",110,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"928","080705Celina","Phleg","2:02:00",122,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"929","080705Celina","Phleg","2:00:00",120,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
"930","080705Celina","Phleg","1:33:00",93,3,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE
"931","080705Celina","Phleg","4:22:00",262,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"932","080705Celina","Phleg","1:08:00",68,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"933","080705Celina","Phleg","1:07:00",67,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"934","080705Celina","Phleg","1:15:00",75,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"935","080625Celina","Phleg","1:46:00",106,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"936","080625Celina","Phleg","0:49:00",49,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"937","080626Celina","Phleg","2:00:00",120,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"938","080626Celina","Phleg","1:58:00",118,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
"939","080626Celina","Phleg","1:55:00",115,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"940","080626Celina","Phleg","2:53:00",173,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"941","080626Celina","Phleg","1:05:00",65,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"942","080626Celina","Phleg","1:50:00",110,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"943","080626Celina","Phleg","5:55:00",355,7,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,TRUE
"944","080626Celina","Phleg","2:02:00",122,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"945","080626Celina","Phleg","0:26:00",26,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"946","080626Celina","Phleg","4:33:00",273,0,0,0,0,2,0,FALSE,FALSE,FALSE,TRUE,FALSE
"947","080626Celina","Phleg","2:00:00",120,2,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
"948","080626Celina","Phleg","4:50:00",290,6,0,2,0,0,4,FALSE,TRUE,FALSE,FALSE,TRUE
"949","080701Celina","Phleg","3:00:00",180,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"950","080701Celina","Phleg","1:10:00",70,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"951","080701Celina","Phleg","0:50:00",50,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"952","080701Celina","Phleg","2:30:00",150,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"953","080702Celina","Phleg","1:55:00",115,5,0,0,1,0,4,FALSE,FALSE,TRUE,FALSE,TRUE
"954","080625Celina","Phleg","5:06:00",306,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"955","080701Celina","Phleg","1:04:00",64,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"956","080701Celina","Phleg","1:59:00",119,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"957","080701Celina","Phleg","3:09:00",189,6,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"958","080701Celina","Phleg","2:05:00",125,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
"959","080701Celina","Phleg","3:45:00",225,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"960","080701Celina","Phleg","1:29:00",89,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"961","080701Celina","Phleg","1:15:00",75,4,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
"962","080701Celina","Phleg","3:33:00",213,6,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,TRUE
"963","080705Celina","Phleg","3:25:00",205,8,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"964","080705Celina","Phleg","3:13:00",193,6,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"965","080705Celina","Phleg","2:01:00",121,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"966","080705Celina","Phleg","1:41:00",101,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"967","080705Celina","Phleg","1:46:00",106,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"968","080705Celina","Phleg","3:16:00",196,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"969","080705Celina","Phleg","2:04:00",124,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"970","080705Celina","Phleg","1:56:00",116,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"971","080705Celina","Phleg","1:08:00",68,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"972","080705Celina","Phleg","1:30:00",90,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
"973","080705Celina","Phleg","2:37:00",157,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"974","080705Celina","Phleg","1:04:00",64,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"975","080705Celina","Phleg","1:44:00",104,1,0,2,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE
"976","080705Celina","Phleg","1:02:00",62,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"977","080705Celina","Phleg","2:37:00",157,5,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"978","080705Celina","Phleg","1:02:00",62,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"979","080705Celina","Phleg","1:03:00",63,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"980","080704Negra","Phleg","3:00:00",180,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"981","080704Negra","Phleg","4:00:00",240,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"982","080708Celina","Phleg","2:13:00",133,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"983","080708Celina","Phleg","1:22:00",82,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"984","080708Celina","Phleg","2:32:00",152,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"985","080708Celina","Phleg","1:05:00",65,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"986","080708Celina","Phleg","1:03:00",63,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"987","080708Celina","Phleg","1:00:00",60,4,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"988","080708Celina","Phleg","1:47:00",107,2,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
"989","080708Celina","Phleg","1:01:00",61,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE
"990","080708Celina","Phleg","1:43:00",103,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"991","080708Celina","Phleg","1:06:00",66,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
"992","080708Celina","Phleg","1:58:00",118,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"993","080708Celina","Phleg","2:49:00",169,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE
"994","080708Celina","Phleg","1:53:00",113,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"995","080705Celina","D. mer","4:31:00",271,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
